Name,Type,Category,Power,Accuracy,Source
Assurance,Dark,Physical,60,100,TM
Attract,Normal,Status,0,100,TM
Body Slam,Normal,Physical,85,100,TM
Brave Bird,Flying,Physical,120,100,"Level, TM"
Brick Break,Fighting,Physical,75,100,"Level, TM"
Brutal Swing,Dark,Physical,60,100,"Level, TM"
Close Combat,Fighting,Physical,120,100,TM
Coaching,Fighting,Status,0,0,TM
Covet,Normal,Physical,60,100,TM
Defog,Flying,Status,0,0,"Level, TM"
Detect,Fighting,Status,0,0,Level
Double Team,Normal,Status,0,0,TM
Dual Wingbeat,Flying,Physical,40,90,TM
Endure,Normal,Status,0,0,TM
Facade,Normal,Physical,70,100,TM
Final Gambit,Fighting,Special,0,100,Level
First Impression,Bug,Physical,90,100,Level
Focus Energy,Normal,Status,0,0,TM
Frustration,Normal,Physical,0,100,TM
Fury Cutter,Bug,Physical,40,95,Level
Grassy Glide,Grass,Physical,55,100,TM
Helping Hand,Normal,Status,0,0,TM
Hidden Power,Normal,Special,60,100,TM
Iron Defense,Steel,Status,0,0,"Level, TM"
Knock Off,Dark,Physical,65,100,"Level, TM"
Leaf Blade,Grass,Physical,90,100,"Level, TM"
Leer,Normal,Status,0,100,Level
Meteor Assault,Fighting,Physical,150,100,Level
Peck,Flying,Physical,35,100,Level
Poison Jab,Poison,Physical,80,100,TM
Protect,Normal,Status,0,0,TM
Rest,Psychic,Status,0,0,TM
Retaliate,Normal,Physical,70,100,TM
Return,Normal,Physical,0,100,TM
Revenge,Fighting,Physical,60,100,TM
Rock Smash,Fighting,Physical,40,100,"Level, TM"
Round,Normal,Special,60,100,TM
Sand Attack,Ground,Status,0,100,Level
Secret Power,Normal,Physical,70,100,TM
Slam,Normal,Physical,80,75,Level
Sleep Talk,Normal,Status,0,0,TM
Snore,Normal,Special,50,100,TM
Solar Blade,Grass,Physical,125,100,TM
Steel Wing,Steel,Physical,70,90,TM
Substitute,Normal,Status,0,0,TM
Sunny Day,Fire,Status,0,0,TM
Superpower,Fighting,Physical,120,100,TM
Swords Dance,Normal,Status,0,0,"Level, TM"
Throat Chop,Dark,Physical,80,100,TM
Work Up,Normal,Status,0,0,TM
