Name,Type,Category,Power,Accuracy,Source
Assurance,Dark,Physical,60,100,"Level, TM"
Attract,Normal,Status,0,100,TM
Bite,Dark,Physical,60,100,Level
Body Press,Fighting,Physical,80,100,TM
Body Slam,Normal,Physical,85,100,TM
Brick Break,Fighting,Physical,75,100,TM
Bulk Up,Fighting,Status,0,0,"Level, TM"
Burning Jealousy,Fire,Special,70,100,TM
Chilling Water,Water,Special,50,100,TM
Confide,Normal,Status,0,0,"Level, TM"
Crunch,Dark,Physical,80,100,TM
Dark Pulse,Dark,Special,80,100,"Level, TM"
Darkest Lariat,Dark,Physical,85,100,TM
Dazzling Gleam,Fairy,Special,80,100,TM
Double Team,Normal,Status,0,0,TM
Drain Punch,Fighting,Physical,75,100,TM
Draining Kiss,Fairy,Special,50,100,TM
Endure,Normal,Status,0,0,TM
Facade,Normal,Physical,70,100,TM
Fake Out,Normal,Physical,40,100,Level
Fake Tears,Dark,Status,0,100,"Level, TM"
False Surrender,Dark,Physical,80,0,Level
Fire Punch,Fire,Physical,75,100,TM
Flatter,Dark,Status,0,100,Level
Fling,Dark,Physical,0,100,TM
Focus Blast,Fighting,Special,120,70,TM
Focus Energy,Normal,Status,0,0,TM
Focus Punch,Fighting,Physical,150,100,TM
Foul Play,Dark,Physical,95,100,"Level, TM"
Frustration,Normal,Physical,0,100,TM
Giga Impact,Normal,Physical,150,90,TM
Hammer Arm,Fighting,Physical,100,90,Level
Hidden Power,Normal,Special,60,100,TM
Hyper Beam,Normal,Special,150,90,TM
Ice Punch,Ice,Physical,75,100,TM
Imprison,Psychic,Status,0,100,TM
Lash Out,Dark,Physical,75,100,TM
Leech Life,Bug,Physical,80,100,TM
Light Screen,Psychic,Status,0,0,TM
Low Kick,Fighting,Physical,0,100,TM
Low Sweep,Fighting,Physical,65,100,TM
Mega Kick,Normal,Physical,120,75,TM
Mega Punch,Normal,Physical,80,85,TM
Metronome,Normal,Status,0,0,TM
Misty Terrain,Fairy,Status,0,0,TM
Nasty Plot,Dark,Status,0,0,"Level, TM"
Play Rough,Fairy,Physical,90,90,"Level, TM"
Power Swap,Psychic,Status,0,0,TM
Power Whip,Grass,Physical,120,85,TM
Power-Up Punch,Fighting,Physical,40,100,TM
Protect,Normal,Status,0,0,TM
Reflect,Psychic,Status,0,0,TM
Rest,Psychic,Status,0,0,TM
Retaliate,Normal,Physical,70,100,TM
Return,Normal,Physical,0,100,TM
Revenge,Fighting,Physical,60,100,TM
Round,Normal,Special,60,100,TM
Scary Face,Normal,Status,0,100,TM
Secret Power,Normal,Physical,70,100,TM
Shadow Claw,Ghost,Physical,70,100,TM
Sleep Talk,Normal,Status,0,0,TM
Snore,Normal,Special,50,100,TM
Spirit Break,Fairy,Physical,75,100,Level
Stomping Tantrum,Ground,Physical,75,100,TM
Substitute,Normal,Status,0,0,TM
Sucker Punch,Dark,Physical,70,100,Level
Superpower,Fighting,Physical,120,100,TM
Swagger,Normal,Status,0,85,"Level, TM"
Take Down,Normal,Physical,90,85,TM
Taunt,Dark,Status,0,100,TM
Tera Blast,Normal,Special,80,100,TM
Thief,Dark,Physical,60,100,TM
Throat Chop,Dark,Physical,80,100,TM
Thunder Punch,Electric,Physical,75,100,TM
Thunder Wave,Electric,Status,0,90,TM
Torment,Dark,Status,0,100,"Level, TM"
Trailblaze,Grass,Physical,50,100,TM
Trick,Psychic,Status,0,100,TM
Uproar,Normal,Special,90,100,TM
Wonder Room,Psychic,Status,0,0,TM
