Name,Type,Category,Power,Accuracy,Source
Absorb,Grass,Special,20,100,Level
Aerial Ace,Flying,Physical,60,0,TM
Air Cutter,Flying,Special,60,95,"Level, TM"
Air Slash,Flying,Special,75,95,TM
Amnesia,Psychic,Status,0,0,TM
Assurance,Dark,Physical,60,100,TM
Astonish,Ghost,Physical,30,100,Level
Attract,Normal,Status,0,100,TM
Beat Up,Dark,Physical,0,100,"Level, TM"
Bide,Normal,Physical,0,0,Level
Body Slam,Normal,Physical,85,100,TM
Bounce,Flying,Physical,85,85,TM
Brick Break,Fighting,Physical,75,100,TM
Brutal Swing,Dark,Physical,60,100,TM
Bullet Seed,Grass,Physical,25,100,TM
Chilling Water,Water,Special,50,100,TM
Confide,Normal,Status,0,0,TM
Confuse Ray,Ghost,Status,0,100,TM
Curse,Ghost,Status,0,0,TM
Cut,Normal,Physical,50,95,TM
Dark Pulse,Dark,Special,80,100,TM
Defog,Flying,Status,0,0,TM
Dig,Ground,Physical,80,100,TM
Double Team,Normal,Status,0,0,TM
Double-Edge,Normal,Physical,120,100,TM
Embargo,Dark,Status,0,100,TM
Endeavor,Normal,Physical,0,100,TM
Endure,Normal,Status,0,0,TM
Energy Ball,Grass,Special,90,100,TM
Explosion,Normal,Physical,250,100,"Level, TM"
Extrasensory,Psychic,Special,80,100,Level
Facade,Normal,Physical,70,100,TM
Fake Out,Normal,Physical,40,100,Level
False Swipe,Normal,Physical,40,100,TM
Flash,Normal,Status,0,100,TM
Fling,Dark,Physical,0,100,TM
Focus Blast,Fighting,Special,120,70,TM
Foul Play,Dark,Physical,95,100,TM
Frustration,Normal,Physical,0,100,TM
Giga Drain,Grass,Special,75,100,TM
Giga Impact,Normal,Physical,150,90,TM
Grass Knot,Grass,Special,0,100,TM
Grassy Glide,Grass,Physical,55,100,TM
Grassy Terrain,Grass,Status,0,0,TM
Growth,Normal,Status,0,0,Level
Harden,Normal,Status,0,0,Level
Headbutt,Normal,Physical,70,100,Level
Heat Wave,Fire,Special,95,90,TM
Hex,Ghost,Special,65,100,TM
Hidden Power,Normal,Special,60,100,TM
Hurricane,Flying,Special,110,70,"Level, TM"
Hyper Beam,Normal,Special,150,90,TM
Icy Wind,Ice,Special,55,95,TM
Imprison,Psychic,Status,0,100,TM
Knock Off,Dark,Physical,65,100,TM
Lash Out,Dark,Physical,75,100,TM
Leaf Blade,Grass,Physical,90,100,"Level, TM"
Leaf Storm,Grass,Special,130,90,TM
Low Kick,Fighting,Physical,0,100,TM
Low Sweep,Fighting,Physical,65,100,TM
Magical Leaf,Grass,Special,60,0,TM
Mega Drain,Grass,Special,40,100,Level
Mega Kick,Normal,Physical,120,75,TM
Mud-Slap,Ground,Special,20,100,TM
Nasty Plot,Dark,Status,0,0,TM
Nature Power,Normal,Status,0,0,TM
Payback,Dark,Physical,50,100,"Level, TM"
Petal Blizzard,Grass,Physical,90,100,TM
Power Swap,Psychic,Status,0,0,TM
Power-Up Punch,Fighting,Physical,40,100,TM
Protect,Normal,Status,0,0,TM
Psych Up,Normal,Status,0,0,TM
Rain Dance,Water,Status,0,0,TM
Razor Leaf,Grass,Physical,55,95,Level
Rest,Psychic,Status,0,0,TM
Retaliate,Normal,Physical,70,100,TM
Return,Normal,Physical,0,100,TM
Revenge,Fighting,Physical,60,100,TM
Reversal,Fighting,Physical,0,100,TM
Rock Slide,Rock,Physical,75,90,TM
Rock Smash,Fighting,Physical,40,100,TM
Rock Tomb,Rock,Physical,60,95,TM
Rollout,Rock,Physical,30,90,Level
Round,Normal,Special,60,100,TM
Scary Face,Normal,Status,0,100,TM
Screech,Normal,Status,0,85,TM
Secret Power,Normal,Physical,70,100,TM
Seed Bomb,Grass,Physical,80,100,TM
Self-Destruct,Normal,Physical,200,100,TM
Shadow Ball,Ghost,Special,80,100,TM
Sleep Talk,Normal,Status,0,0,TM
Snarl,Dark,Special,55,95,TM
Snore,Normal,Special,50,100,TM
Solar Beam,Grass,Special,120,100,TM
Solar Blade,Grass,Physical,125,100,TM
Spite,Ghost,Status,0,100,TM
Strength,Normal,Physical,80,100,TM
Substitute,Normal,Status,0,0,TM
Sucker Punch,Dark,Physical,70,100,Level
Sunny Day,Fire,Status,0,0,"Level, TM"
Swagger,Normal,Status,0,85,"Level, TM"
Swift,Normal,Special,60,0,TM
Swords Dance,Normal,Status,0,0,TM
Synthesis,Grass,Status,0,0,"Level, TM"
Tackle,Normal,Physical,40,100,Level
Tailwind,Flying,Status,0,0,TM
Take Down,Normal,Physical,90,85,TM
Taunt,Dark,Status,0,100,TM
Tera Blast,Normal,Special,80,100,TM
Thief,Dark,Physical,60,100,TM
Throat Chop,Dark,Physical,80,100,TM
Torment,Dark,Status,0,100,"Level, TM"
Toxic,Poison,Status,0,90,TM
Toxic Spikes,Poison,Status,0,0,TM
Trailblaze,Grass,Physical,50,100,TM
Upper Hand,Fighting,Physical,65,100,TM
Uproar,Normal,Special,90,100,TM
Vacuum Wave,Fighting,Special,40,100,TM
Weather Ball,Normal,Special,50,100,TM
Whirlwind,Normal,Status,0,0,Level
Will-O-Wisp,Fire,Status,0,85,TM
Worry Seed,Grass,Status,0,100,TM
X-Scissor,Bug,Physical,80,100,TM
