Name,Type,Category,Power,Accuracy,Source
Acrobatics,Flying,Physical,55,100,TM
Aerial Ace,Flying,Physical,60,0,"Level, TM"
Agility,Psychic,Status,0,0,TM
Assurance,Dark,Physical,60,100,TM
Attract,Normal,Status,0,100,TM
Aura Sphere,Fighting,Special,80,0,TM
Baton Pass,Normal,Status,0,0,TM
Blast Burn,Fire,Special,150,90,TM
Blaze Kick,Fire,Physical,85,90,"Level, TM"
Body Slam,Normal,Physical,85,100,TM
Bounce,Flying,Physical,85,85,"Level, TM"
Brave Bird,Flying,Physical,120,100,"Level, TM"
Brick Break,Fighting,Physical,75,100,TM
Bulk Up,Fighting,Status,0,0,"Level, TM"
Bulldoze,Ground,Physical,60,100,TM
Close Combat,Fighting,Physical,120,100,TM
Coaching,Fighting,Status,0,0,TM
Confide,Normal,Status,0,0,TM
Counter,Fighting,Physical,0,100,TM
Curse,Ghost,Status,0,0,TM
Cut,Normal,Physical,50,95,TM
Defog,Flying,Status,0,0,TM
Detect,Fighting,Status,0,0,Level
Dig,Ground,Physical,80,100,TM
Double Kick,Fighting,Physical,30,100,Level
Double Team,Normal,Status,0,0,TM
Double-Edge,Normal,Physical,120,100,TM
Earthquake,Ground,Physical,100,100,TM
Echoed Voice,Normal,Special,40,100,TM
Ember,Fire,Special,40,100,Level
Endure,Normal,Status,0,0,TM
Facade,Normal,Physical,70,100,TM
Feather Dance,Flying,Status,0,100,"Level, TM"
Fire Blast,Fire,Special,110,85,TM
Fire Pledge,Fire,Special,80,100,TM
Fire Punch,Fire,Physical,75,100,"Level, TM"
Fire Spin,Fire,Special,35,85,TM
Flame Charge,Fire,Physical,50,100,"Level, TM"
Flamethrower,Fire,Special,90,100,"Level, TM"
Flare Blitz,Fire,Physical,120,100,"Level, TM"
Fling,Dark,Physical,0,100,TM
Focus Blast,Fighting,Special,120,70,TM
Focus Energy,Normal,Status,0,0,"Level, TM"
Focus Punch,Fighting,Physical,150,100,TM
Frustration,Normal,Physical,0,100,TM
Giga Impact,Normal,Physical,150,90,TM
Growl,Normal,Status,0,100,Level
Heat Crash,Fire,Physical,0,100,TM
Heat Wave,Fire,Special,95,90,TM
Helping Hand,Normal,Status,0,0,TM
Hidden Power,Normal,Special,60,100,TM
Hone Claws,Dark,Status,0,0,TM
Hyper Beam,Normal,Special,150,90,TM
Incinerate,Fire,Special,60,100,TM
Knock Off,Dark,Physical,65,100,TM
Low Kick,Fighting,Physical,0,100,TM
Low Sweep,Fighting,Physical,65,100,TM
Mega Kick,Normal,Physical,120,75,TM
Mega Punch,Normal,Physical,80,85,TM
Mud-Slap,Ground,Special,20,100,TM
Overheat,Fire,Special,130,90,TM
Poison Jab,Poison,Physical,80,100,TM
Power-Up Punch,Fighting,Physical,40,100,TM
Protect,Normal,Status,0,0,TM
Quick Attack,Normal,Physical,40,100,Level
Rest,Psychic,Status,0,0,TM
Return,Normal,Physical,0,100,TM
Revenge,Fighting,Physical,60,100,TM
Reversal,Fighting,Physical,0,100,"Level, TM"
Roar,Normal,Status,0,0,TM
Rock Climb,Normal,Physical,90,85,TM
Rock Slide,Rock,Physical,75,90,TM
Rock Smash,Fighting,Physical,40,100,TM
Rock Tomb,Rock,Physical,60,95,TM
Round,Normal,Special,60,100,TM
Sand Attack,Ground,Status,0,100,Level
Scorching Sands,Ground,Special,70,100,TM
Scratch,Normal,Physical,40,100,Level
Secret Power,Normal,Physical,70,100,TM
Shadow Claw,Ghost,Physical,70,100,TM
Slash,Normal,Physical,70,100,Level
Sleep Talk,Normal,Status,0,0,TM
Snore,Normal,Special,50,100,TM
Solar Beam,Grass,Special,120,100,TM
Stone Edge,Rock,Physical,100,80,TM
Strength,Normal,Physical,80,100,TM
Substitute,Normal,Status,0,0,TM
Sunny Day,Fire,Status,0,0,TM
Superpower,Fighting,Physical,120,100,TM
Swagger,Normal,Status,0,85,TM
Swift,Normal,Special,60,0,TM
Swords Dance,Normal,Status,0,0,TM
Temper Flare,Fire,Physical,75,100,TM
Tera Blast,Normal,Special,80,100,TM
Thunder Punch,Electric,Physical,75,100,TM
Toxic,Poison,Status,0,90,TM
U-Turn,Bug,Physical,70,100,TM
Upper Hand,Fighting,Physical,65,100,TM
Vacuum Wave,Fighting,Special,40,100,TM
Will-O-Wisp,Fire,Status,0,85,TM
Work Up,Normal,Status,0,0,TM
