Name,Type,Category,Power,Accuracy,Source
Aerial Ace,Flying,Physical,60,0,TM
Agility,Psychic,Status,0,0,"Level, TM"
Attract,Normal,Status,0,100,TM
Bite,Dark,Physical,60,100,Level
Body Slam,Normal,Physical,85,100,TM
Bulldoze,Ground,Physical,60,100,TM
Charm,Fairy,Status,0,100,TM
Close Combat,Fighting,Physical,120,100,TM
Confide,Normal,Status,0,0,TM
Covet,Normal,Physical,60,100,TM
Crunch,Dark,Physical,80,100,"Level, TM"
Curse,Ghost,Status,0,0,TM
Dig,Ground,Physical,80,100,TM
Double Team,Normal,Status,0,0,TM
Double-Edge,Normal,Physical,120,100,TM
Dragon Pulse,Dragon,Special,85,100,TM
Ember,Fire,Special,40,100,Level
Endure,Normal,Status,0,0,TM
Extreme Speed,Normal,Physical,80,100,Level
Facade,Normal,Physical,70,100,TM
Fire Blast,Fire,Special,110,85,TM
Fire Fang,Fire,Physical,65,95,"Level, TM"
Fire Spin,Fire,Special,35,85,TM
Flame Charge,Fire,Physical,50,100,TM
Flame Wheel,Fire,Physical,60,100,Level
Flamethrower,Fire,Special,90,100,"Level, TM"
Flare Blitz,Fire,Physical,120,100,"Level, TM"
Frustration,Normal,Physical,0,100,TM
Giga Impact,Normal,Physical,150,90,TM
Heat Crash,Fire,Physical,0,100,TM
Heat Wave,Fire,Special,95,90,TM
Helping Hand,Normal,Status,0,0,"Level, TM"
Hidden Power,Normal,Special,60,100,TM
Howl,Normal,Status,0,0,Level
Hyper Beam,Normal,Special,150,90,TM
Hyper Voice,Normal,Special,90,100,TM
Incinerate,Fire,Special,60,100,TM
Iron Head,Steel,Physical,80,100,TM
Iron Tail,Steel,Physical,100,75,TM
Leer,Normal,Status,0,100,Level
Mud-Slap,Ground,Special,20,100,TM
Odor Sleuth,Normal,Status,0,0,Level
Outrage,Dragon,Physical,120,100,TM
Overheat,Fire,Special,130,90,TM
Play Rough,Fairy,Physical,90,90,"Level, TM"
Protect,Normal,Status,0,0,TM
Psychic Fangs,Psychic,Physical,85,100,TM
Reflect,Psychic,Status,0,0,TM
Rest,Psychic,Status,0,0,TM
Retaliate,Normal,Physical,70,100,"Level, TM"
Return,Normal,Physical,0,100,TM
Reversal,Fighting,Physical,0,100,"Level, TM"
Roar,Normal,Status,0,0,"Level, TM"
Rock Climb,Normal,Physical,90,85,TM
Rock Smash,Fighting,Physical,40,100,TM
Round,Normal,Special,60,100,TM
Safeguard,Normal,Status,0,0,TM
Scary Face,Normal,Status,0,100,TM
Scorching Sands,Ground,Special,70,100,TM
Secret Power,Normal,Physical,70,100,TM
Sleep Talk,Normal,Status,0,0,TM
Snarl,Dark,Special,55,95,TM
Snore,Normal,Special,50,100,TM
Solar Beam,Grass,Special,120,100,TM
Strength,Normal,Physical,80,100,TM
Substitute,Normal,Status,0,0,TM
Sunny Day,Fire,Status,0,0,TM
Superpower,Fighting,Physical,120,100,TM
Swagger,Normal,Status,0,85,TM
Swift,Normal,Special,60,0,TM
Take Down,Normal,Physical,90,85,"Level, TM"
Temper Flare,Fire,Physical,75,100,TM
Tera Blast,Normal,Special,80,100,TM
Thief,Dark,Physical,60,100,TM
Thunder Fang,Electric,Physical,65,95,TM
Toxic,Poison,Status,0,90,TM
Wild Charge,Electric,Physical,90,100,TM
Will-O-Wisp,Fire,Status,0,85,TM
