Name,Type,Category,Power,Accuracy,Source
Attract,Normal,Status,0,100,TM
Bide,Normal,Physical,0,0,Level
Body Slam,Normal,Physical,85,100,TM
Brick Break,Fighting,Physical,75,100,TM
Brutal Swing,Dark,Physical,60,100,TM
Bulk Up,Fighting,Status,0,0,"Level, TM"
Bulldoze,Ground,Physical,60,100,TM
Close Combat,Fighting,Physical,120,100,TM
Coaching,Fighting,Status,0,0,TM
Confide,Normal,Status,0,0,TM
Counter,Fighting,Physical,0,100,TM
Curse,Ghost,Status,0,0,TM
Defog,Flying,Status,0,0,TM
Dig,Ground,Physical,80,100,TM
Double Team,Normal,Status,0,0,TM
Double-Edge,Normal,Physical,120,100,TM
Drain Punch,Fighting,Physical,75,100,TM
Dynamic Punch,Fighting,Physical,100,50,Level
Earthquake,Ground,Physical,100,100,TM
Endure,Normal,Status,0,0,TM
Facade,Normal,Physical,70,100,TM
Fire Punch,Fire,Physical,75,100,TM
Fling,Dark,Physical,0,100,TM
Focus Blast,Fighting,Special,120,70,TM
Focus Energy,Normal,Status,0,0,"Level, TM"
Focus Punch,Fighting,Physical,150,100,"Level, TM"
Frustration,Normal,Physical,0,100,TM
Giga Impact,Normal,Physical,150,90,TM
Grass Knot,Grass,Special,0,100,TM
Hammer Arm,Fighting,Physical,100,90,Level
Hard Press,Steel,Physical,0,100,TM
Helping Hand,Normal,Status,0,0,TM
Hidden Power,Normal,Special,60,100,TM
High Horsepower,Ground,Physical,95,95,TM
Hyper Beam,Normal,Special,150,90,TM
Ice Punch,Ice,Physical,75,100,TM
Knock Off,Dark,Physical,65,100,TM
Leer,Normal,Status,0,100,Level
Low Kick,Fighting,Physical,0,100,"Level, TM"
Low Sweep,Fighting,Physical,65,100,TM
Mega Kick,Normal,Physical,120,75,TM
Mega Punch,Normal,Physical,80,85,TM
Payback,Dark,Physical,50,100,TM
Poison Jab,Poison,Physical,80,100,TM
Pound,Normal,Physical,40,100,Level
Power-Up Punch,Fighting,Physical,40,100,TM
Protect,Normal,Status,0,0,TM
Rain Dance,Water,Status,0,0,TM
Rest,Psychic,Status,0,0,TM
Retaliate,Normal,Physical,70,100,TM
Return,Normal,Physical,0,100,TM
Revenge,Fighting,Physical,60,100,TM
Reversal,Fighting,Physical,0,100,TM
Rock Blast,Rock,Physical,25,90,TM
Rock Slide,Rock,Physical,75,90,"Level, TM"
Rock Smash,Fighting,Physical,40,100,TM
Rock Throw,Rock,Physical,50,90,Level
Rock Tomb,Rock,Physical,60,95,TM
Round,Normal,Special,60,100,TM
Scary Face,Normal,Status,0,100,"Level, TM"
Secret Power,Normal,Physical,70,100,TM
Slam,Normal,Physical,80,75,Level
Sleep Talk,Normal,Status,0,0,TM
Smack Down,Rock,Physical,50,100,TM
Snore,Normal,Special,50,100,TM
Stomping Tantrum,Ground,Physical,75,100,TM
Stone Edge,Rock,Physical,100,80,"Level, TM"
Strength,Normal,Physical,80,100,TM
Substitute,Normal,Status,0,0,TM
Sunny Day,Fire,Status,0,0,TM
Superpower,Fighting,Physical,120,100,"Level, TM"
Swagger,Normal,Status,0,85,TM
Take Down,Normal,Physical,90,85,TM
Taunt,Dark,Status,0,100,TM
Tera Blast,Normal,Special,80,100,TM
Thief,Dark,Physical,60,100,TM
Thunder Punch,Electric,Physical,75,100,TM
Toxic,Poison,Status,0,90,TM
Upper Hand,Fighting,Physical,65,100,TM
Work Up,Normal,Status,0,0,TM
