Name,Type,Category,Power,Accuracy,Source
Acrobatics,Flying,Physical,55,100,TM
Aerial Ace,Flying,Physical,60,0,TM
Air Cutter,Flying,Special,60,95,TM
Air Slash,Flying,Special,75,95,TM
Assurance,Dark,Physical,60,100,"Level, TM"
Astonish,Ghost,Physical,30,100,Level
Attract,Normal,Status,0,100,TM
Brave Bird,Flying,Physical,120,100,TM
Calm Mind,Psychic,Status,0,0,TM
Chilling Water,Water,Special,50,100,TM
Comeuppance,Dark,Physical,0,100,Level
Confide,Normal,Status,0,0,TM
Confuse Ray,Ghost,Status,0,100,TM
Curse,Ghost,Status,0,0,TM
Dark Pulse,Dark,Special,80,100,"Level, TM"
Defog,Flying,Status,0,0,TM
Double Team,Normal,Status,0,0,TM
Double-Edge,Normal,Physical,120,100,TM
Dream Eater,Psychic,Special,100,100,TM
Dual Wingbeat,Flying,Physical,40,90,TM
Embargo,Dark,Status,0,100,TM
Endeavor,Normal,Physical,0,100,TM
Endure,Normal,Status,0,0,TM
Facade,Normal,Physical,70,100,TM
Feather Dance,Flying,Status,0,100,TM
Fly,Flying,Physical,90,95,TM
Foul Play,Dark,Physical,95,100,"Level, TM"
Frustration,Normal,Physical,0,100,TM
Giga Impact,Normal,Physical,150,90,TM
Gust,Flying,Special,40,100,Level
Haze,Ice,Status,0,0,"Level, TM"
Heat Wave,Fire,Special,95,90,TM
Helping Hand,Normal,Status,0,0,TM
Hex,Ghost,Special,65,100,TM
Hidden Power,Normal,Special,60,100,TM
Hurricane,Flying,Special,110,70,TM
Hyper Beam,Normal,Special,150,90,TM
Icy Wind,Ice,Special,55,95,TM
Incinerate,Fire,Special,60,100,TM
Lash Out,Dark,Physical,75,100,TM
Mean Look,Normal,Status,0,0,Level
Mud-Slap,Ground,Special,20,100,TM
Nasty Plot,Dark,Status,0,0,"Level, TM"
Night Shade,Ghost,Special,0,100,"Level, TM"
Night Slash,Dark,Physical,70,100,Level
Payback,Dark,Physical,50,100,TM
Peck,Flying,Physical,35,100,Level
Pluck,Flying,Physical,60,100,TM
Protect,Normal,Status,0,0,TM
Psych Up,Normal,Status,0,0,TM
Psychic,Psychic,Special,90,100,TM
Psychic Noise,Psychic,Special,75,100,TM
Pursuit,Dark,Physical,40,100,Level
Quash,Dark,Status,0,100,"Level, TM"
Rain Dance,Water,Status,0,0,TM
Rest,Psychic,Status,0,0,TM
Retaliate,Normal,Physical,70,100,TM
Return,Normal,Physical,0,100,TM
Roost,Flying,Status,0,0,TM
Round,Normal,Special,60,100,TM
Scary Face,Normal,Status,0,100,TM
Secret Power,Normal,Physical,70,100,TM
Shadow Ball,Ghost,Special,80,100,TM
Sleep Talk,Normal,Status,0,0,TM
Snarl,Dark,Special,55,95,TM
Snore,Normal,Special,50,100,TM
Spite,Ghost,Status,0,100,TM
Steel Wing,Steel,Physical,70,90,TM
Substitute,Normal,Status,0,0,TM
Sucker Punch,Dark,Physical,70,100,Level
Sunny Day,Fire,Status,0,0,TM
Superpower,Fighting,Physical,120,100,TM
Swagger,Normal,Status,0,85,"Level, TM"
Swift,Normal,Special,60,0,TM
Tailwind,Flying,Status,0,0,TM
Take Down,Normal,Physical,90,85,TM
Taunt,Dark,Status,0,100,"Level, TM"
Tera Blast,Normal,Special,80,100,TM
Thief,Dark,Physical,60,100,TM
Thunder Wave,Electric,Status,0,90,TM
Torment,Dark,Status,0,100,"Level, TM"
Toxic,Poison,Status,0,90,TM
U-Turn,Bug,Physical,70,100,TM
Uproar,Normal,Special,90,100,TM
Wing Attack,Flying,Physical,60,100,Level
