Name,Type,Category,Power,Accuracy,Source
Aqua Tail,Water,Physical,90,90,"Level, TM"
Attract,Normal,Status,0,100,TM
Aura Sphere,Fighting,Special,80,0,TM
Avalanche,Ice,Physical,60,100,TM
Bite,Dark,Physical,60,100,Level
Blizzard,Ice,Special,110,70,TM
Body Press,Fighting,Physical,80,100,TM
Body Slam,Normal,Physical,85,100,TM
Brick Break,Fighting,Physical,75,100,TM
Brine,Water,Special,65,100,TM
Bulldoze,Ground,Physical,60,100,TM
Chilling Water,Water,Special,50,100,TM
Confide,Normal,Status,0,0,TM
Counter,Fighting,Physical,0,100,TM
Crunch,Dark,Physical,80,100,TM
Curse,Ghost,Status,0,0,TM
Dark Pulse,Dark,Special,80,100,TM
Dig,Ground,Physical,80,100,TM
Dive,Water,Physical,80,100,TM
Double Team,Normal,Status,0,0,TM
Double-Edge,Normal,Physical,120,100,TM
Dragon Pulse,Dragon,Special,85,100,TM
Dragon Tail,Dragon,Physical,60,90,TM
Earthquake,Ground,Physical,100,100,TM
Endure,Normal,Status,0,0,TM
Facade,Normal,Physical,70,100,TM
False Swipe,Normal,Physical,40,100,TM
Flash Cannon,Steel,Special,80,100,"Level, TM"
Fling,Dark,Physical,0,100,TM
Flip Turn,Water,Physical,60,100,TM
Focus Blast,Fighting,Special,120,70,TM
Focus Punch,Fighting,Physical,150,100,TM
Frustration,Normal,Physical,0,100,TM
Giga Impact,Normal,Physical,150,90,TM
Gyro Ball,Steel,Physical,0,100,TM
Hail,Ice,Status,0,0,TM
Haze,Ice,Status,0,0,TM
Helping Hand,Normal,Status,0,0,TM
Hidden Power,Normal,Special,60,100,TM
Hydro Cannon,Water,Special,150,90,TM
Hydro Pump,Water,Special,110,80,"Level, TM"
Hyper Beam,Normal,Special,150,90,TM
Ice Beam,Ice,Special,90,100,TM
Ice Punch,Ice,Physical,75,100,TM
Ice Spinner,Ice,Physical,80,100,TM
Icy Wind,Ice,Special,55,95,TM
Iron Defense,Steel,Status,0,0,"Level, TM"
Iron Tail,Steel,Physical,100,75,TM
Liquidation,Water,Physical,85,100,TM
Mega Kick,Normal,Physical,120,75,TM
Mega Punch,Normal,Physical,80,85,TM
Mud-Slap,Ground,Special,20,100,TM
Muddy Water,Water,Special,90,85,TM
Outrage,Dragon,Physical,120,100,TM
Power-Up Punch,Fighting,Physical,40,100,TM
Protect,Normal,Status,0,0,"Level, TM"
Rain Dance,Water,Status,0,0,"Level, TM"
Rapid Spin,Normal,Physical,50,100,Level
Reflect,Psychic,Status,0,0,TM
Rest,Psychic,Status,0,0,TM
Return,Normal,Physical,0,100,TM
Roar,Normal,Status,0,0,TM
Rock Climb,Normal,Physical,90,85,TM
Rock Slide,Rock,Physical,75,90,TM
Rock Smash,Fighting,Physical,40,100,TM
Rock Tomb,Rock,Physical,60,95,TM
Round,Normal,Special,60,100,TM
Scald,Water,Special,80,100,TM
Secret Power,Normal,Physical,70,100,TM
Shell Smash,Normal,Status,0,0,Level
Signal Beam,Bug,Special,75,100,TM
Sleep Talk,Normal,Status,0,0,TM
Smack Down,Rock,Physical,50,100,TM
Snore,Normal,Special,50,100,TM
Strength,Normal,Physical,80,100,TM
Substitute,Normal,Status,0,0,TM
Surf,Water,Special,90,100,TM
Swagger,Normal,Status,0,85,TM
Tackle,Normal,Physical,40,100,Level
Tail Whip,Normal,Status,0,100,Level
Take Down,Normal,Physical,90,85,TM
Tera Blast,Normal,Special,80,100,TM
Terrain Pulse,Normal,Special,50,100,TM
Toxic,Poison,Status,0,90,TM
Water Gun,Water,Special,40,100,Level
Water Pledge,Water,Special,80,100,TM
Water Pulse,Water,Special,60,100,"Level, TM"
Waterfall,Water,Physical,80,100,TM
Wave Crash,Water,Physical,120,100,Level
Weather Ball,Normal,Special,50,100,TM
Whirlpool,Water,Special,35,85,TM
Withdraw,Water,Status,0,0,Level
Work Up,Normal,Status,0,0,TM
Zen Headbutt,Psychic,Physical,80,90,TM
