Name,Type,Category,Power,Accuracy,Source
Baton Pass,Normal,Status,0,0,TM
Blaze Kick,Fire,Physical,85,90,TM
Bounce,Flying,Physical,85,85,TM
Brick Break,Fighting,Physical,75,100,TM
Charge Beam,Electric,Special,50,90,TM
Confide,Normal,Status,0,0,TM
Confusion,Psychic,Special,50,100,Level
Dazzling Gleam,Fairy,Special,80,100,TM
Double Team,Normal,Status,0,0,TM
Double-Edge,Normal,Physical,120,100,Level
Embargo,Dark,Status,0,100,TM
Encore,Normal,Status,0,100,TM
Endure,Normal,Status,0,0,"Level, TM"
Energy Ball,Grass,Special,90,100,TM
Expanding Force,Psychic,Special,80,100,TM
Facade,Normal,Physical,70,100,TM
Final Gambit,Fighting,Special,0,100,Level
Fire Blast,Fire,Special,110,85,TM
Fire Punch,Fire,Physical,75,100,TM
Fire Spin,Fire,Special,35,85,TM
Flame Charge,Fire,Physical,50,100,"Level, TM"
Flamethrower,Fire,Special,90,100,TM
Flare Blitz,Fire,Physical,120,100,"Level, TM"
Flash,Normal,Status,0,100,TM
Fling,Dark,Physical,0,100,TM
Focus Blast,Fighting,Special,120,70,TM
Focus Energy,Normal,Status,0,0,"Level, TM"
Frustration,Normal,Physical,0,100,TM
Future Sight,Psychic,Special,120,100,TM
Giga Impact,Normal,Physical,150,90,TM
Grass Knot,Grass,Special,0,100,TM
Guard Swap,Psychic,Status,0,0,TM
Headbutt,Normal,Physical,70,100,Level
Heat Wave,Fire,Special,95,90,TM
Helping Hand,Normal,Status,0,0,TM
Hidden Power,Normal,Special,60,100,TM
Hyper Beam,Normal,Special,150,90,TM
Incinerate,Fire,Special,60,100,"Level, TM"
Inferno,Fire,Special,100,50,Level
Light Screen,Psychic,Status,0,0,TM
Mega Kick,Normal,Physical,120,75,TM
Mega Punch,Normal,Physical,80,85,TM
Mystical Fire,Fire,Special,75,100,TM
Overheat,Fire,Special,130,90,"Level, TM"
Power Swap,Psychic,Status,0,0,TM
Power-Up Punch,Fighting,Physical,40,100,TM
Protect,Normal,Status,0,0,TM
Psych Up,Normal,Status,0,0,TM
Psychic,Psychic,Special,90,100,TM
Psyshock,Psychic,Special,80,100,TM
Quick Attack,Normal,Physical,40,100,Level
Rest,Psychic,Status,0,0,TM
Return,Normal,Physical,0,100,TM
Reversal,Fighting,Physical,0,100,"Level, TM"
Rock Smash,Fighting,Physical,40,100,TM
Round,Normal,Special,60,100,TM
Safeguard,Normal,Status,0,0,TM
Scorching Sands,Ground,Special,70,100,TM
Searing Shot,Fire,Special,100,100,Level
Secret Power,Normal,Physical,70,100,TM
Shadow Ball,Ghost,Special,80,100,TM
Signal Beam,Bug,Special,75,100,TM
Skill Swap,Psychic,Status,0,0,TM
Sleep Talk,Normal,Status,0,0,TM
Snore,Normal,Special,50,100,TM
Solar Beam,Grass,Special,120,100,TM
Speed Swap,Psychic,Status,0,0,TM
Stored Power,Psychic,Special,20,100,"Level, TM"
Substitute,Normal,Status,0,0,TM
Sunny Day,Fire,Status,0,0,TM
Swagger,Normal,Status,0,85,TM
Swift,Normal,Special,60,0,TM
Taunt,Dark,Status,0,100,TM
Tera Blast,Normal,Special,80,100,TM
Thunder,Electric,Special,110,70,TM
Thunder Punch,Electric,Physical,75,100,TM
Thunder Wave,Electric,Status,0,90,TM
Thunderbolt,Electric,Special,90,100,TM
Toxic,Poison,Status,0,90,TM
Trick,Psychic,Status,0,100,TM
Trick Room,Psychic,Status,0,0,TM
U-Turn,Bug,Physical,70,100,TM
Uproar,Normal,Special,90,100,TM
V-Create,Fire,Physical,180,95,Level
Wild Charge,Electric,Physical,90,100,TM
Will-O-Wisp,Fire,Status,0,85,TM
Work Up,Normal,Status,0,0,"Level, TM"
Zen Headbutt,Psychic,Physical,80,90,"Level, TM"
