Name,Type,Category,Power,Accuracy,Source
Aerial Ace,Flying,Physical,60,0,TM
Attract,Normal,Status,0,100,TM
Avalanche,Ice,Physical,60,100,TM
Baby-Doll Eyes,Fairy,Status,0,100,Level
Body Press,Fighting,Physical,80,100,TM
Body Slam,Normal,Physical,85,100,TM
Brick Break,Fighting,Physical,75,100,TM
Bulk Up,Fighting,Status,0,0,TM
Bulldoze,Ground,Physical,60,100,TM
Charm,Fairy,Status,0,100,"Level, TM"
Close Combat,Fighting,Physical,120,100,TM
Covet,Normal,Physical,60,100,"Level, TM"
Crunch,Dark,Physical,80,100,TM
Curse,Ghost,Status,0,0,TM
Cut,Normal,Physical,50,95,TM
Dig,Ground,Physical,80,100,TM
Double Team,Normal,Status,0,0,TM
Double-Edge,Normal,Physical,120,100,TM
Drain Punch,Fighting,Physical,75,100,TM
Earth Power,Ground,Special,90,100,TM
Earthquake,Ground,Physical,100,100,TM
Endure,Normal,Status,0,0,TM
Facade,Normal,Physical,70,100,TM
Fake Tears,Dark,Status,0,100,"Level, TM"
Fire Punch,Fire,Physical,75,100,TM
Fling,Dark,Physical,0,100,"Level, TM"
Focus Punch,Fighting,Physical,150,100,TM
Frustration,Normal,Physical,0,100,TM
Fury Swipes,Normal,Physical,18,80,Level
Giga Impact,Normal,Physical,150,90,TM
Gunk Shot,Poison,Physical,120,80,TM
Hammer Arm,Fighting,Physical,100,90,Level
Hard Press,Steel,Physical,0,100,TM
Headlong Rush,Ground,Physical,120,100,Level
Heavy Slam,Steel,Physical,0,100,TM
Helping Hand,Normal,Status,0,0,TM
Hidden Power,Normal,Special,60,100,TM
High Horsepower,Ground,Physical,95,95,"Level, TM"
Hone Claws,Dark,Status,0,0,TM
Hyper Beam,Normal,Special,150,90,TM
Hyper Voice,Normal,Special,90,100,TM
Ice Punch,Ice,Physical,75,100,TM
Leer,Normal,Status,0,100,Level
Lick,Ghost,Physical,30,100,Level
Low Kick,Fighting,Physical,0,100,TM
Metal Claw,Steel,Physical,50,95,TM
Metronome,Normal,Status,0,0,TM
Payback,Dark,Physical,50,100,"Level, TM"
Play Nice,Normal,Status,0,0,Level
Play Rough,Fairy,Physical,90,90,"Level, TM"
Power-Up Punch,Fighting,Physical,40,100,TM
Protect,Normal,Status,0,0,TM
Rain Dance,Water,Status,0,0,TM
Rest,Psychic,Status,0,0,"Level, TM"
Return,Normal,Physical,0,100,TM
Rock Climb,Normal,Physical,90,85,TM
Rock Slide,Rock,Physical,75,90,TM
Rock Smash,Fighting,Physical,40,100,TM
Rock Tomb,Rock,Physical,60,95,TM
Scary Face,Normal,Status,0,100,"Level, TM"
Scratch,Normal,Physical,40,100,Level
Secret Power,Normal,Physical,70,100,TM
Seed Bomb,Grass,Physical,80,100,TM
Shadow Claw,Ghost,Physical,70,100,TM
Slash,Normal,Physical,70,100,Level
Sleep Talk,Normal,Status,0,0,TM
Snore,Normal,Special,50,100,"Level, TM"
Stomping Tantrum,Ground,Physical,75,100,TM
Stone Edge,Rock,Physical,100,80,TM
Strength,Normal,Physical,80,100,TM
Substitute,Normal,Status,0,0,TM
Sunny Day,Fire,Status,0,0,TM
Supercell Slam,Electric,Physical,100,95,TM
Sweet Scent,Normal,Status,0,100,Level
Swift,Normal,Special,60,0,TM
Swords Dance,Normal,Status,0,0,TM
Take Down,Normal,Physical,90,85,TM
Taunt,Dark,Status,0,100,TM
Tera Blast,Normal,Special,80,100,TM
Thief,Dark,Physical,60,100,TM
Thrash,Normal,Physical,120,100,Level
Thunder Punch,Electric,Physical,75,100,TM
Trailblaze,Grass,Physical,50,100,TM
Vacuum Wave,Fighting,Special,40,100,TM
