Name,Type,Category,Power,Accuracy,Source
Acid,Poison,Special,40,100,Level
Acid Armor,Poison,Status,0,0,Level
Acid Spray,Poison,Special,40,100,TM
Attract,Normal,Status,0,100,TM
Blizzard,Ice,Special,110,70,TM
Brine,Water,Special,65,100,TM
Brutal Swing,Dark,Physical,60,100,TM
Bubble Beam,Water,Special,65,100,Level
Chilling Water,Water,Special,50,100,TM
Confide,Normal,Status,0,0,TM
Confuse Ray,Ghost,Status,0,100,TM
Corrosive Gas,Poison,Status,0,100,TM
Cross Poison,Poison,Physical,70,100,TM
Curse,Ghost,Status,0,0,TM
Cut,Normal,Physical,50,95,TM
Dazzling Gleam,Fairy,Special,80,100,TM
Dive,Water,Physical,80,100,TM
Double Team,Normal,Status,0,0,TM
Double-Edge,Normal,Physical,120,100,TM
Endure,Normal,Status,0,0,TM
Facade,Normal,Physical,70,100,TM
Flip Turn,Water,Physical,60,100,TM
Frustration,Normal,Physical,0,100,TM
Giga Drain,Grass,Special,75,100,TM
Giga Impact,Normal,Physical,150,90,TM
Hail,Ice,Status,0,0,TM
Haze,Ice,Status,0,0,TM
Hex,Ghost,Special,65,100,"Level, TM"
Hidden Power,Normal,Special,60,100,TM
Hydro Pump,Water,Special,110,80,"Level, TM"
Hyper Beam,Normal,Special,150,90,TM
Ice Beam,Ice,Special,90,100,TM
Icy Wind,Ice,Special,55,95,TM
Infestation,Bug,Special,20,100,TM
Knock Off,Dark,Physical,65,100,TM
Liquidation,Water,Physical,85,100,TM
Muddy Water,Water,Special,90,85,TM
Payback,Dark,Physical,50,100,TM
Poison Jab,Poison,Physical,80,100,"Level, TM"
Poison Sting,Poison,Physical,15,100,Level
Protect,Normal,Status,0,0,TM
Rain Dance,Water,Status,0,0,TM
Reflect,Psychic,Status,0,0,TM
Reflect Type,Normal,Status,0,0,Level
Rest,Psychic,Status,0,0,TM
Return,Normal,Physical,0,100,TM
Round,Normal,Special,60,100,TM
Safeguard,Normal,Status,0,0,TM
Scald,Water,Special,80,100,TM
Screech,Normal,Status,0,85,"Level, TM"
Secret Power,Normal,Physical,70,100,TM
Skitter Smack,Bug,Physical,70,90,TM
Sleep Talk,Normal,Status,0,0,TM
Sludge Bomb,Poison,Special,90,100,TM
Sludge Wave,Poison,Special,95,100,"Level, TM"
Snore,Normal,Special,50,100,TM
Substitute,Normal,Status,0,0,TM
Supersonic,Normal,Status,0,55,Level
Surf,Water,Special,90,100,"Level, TM"
Swagger,Normal,Status,0,85,TM
Swords Dance,Normal,Status,0,0,TM
Take Down,Normal,Physical,90,85,TM
Tera Blast,Normal,Special,80,100,TM
Thief,Dark,Physical,60,100,TM
Toxic,Poison,Status,0,90,TM
Toxic Spikes,Poison,Status,0,0,TM
Venom Drench,Poison,Status,0,100,TM
Venoshock,Poison,Special,65,100,TM
Water Gun,Water,Special,40,100,Level
Water Pulse,Water,Special,60,100,"Level, TM"
Waterfall,Water,Physical,80,100,TM
Weather Ball,Normal,Special,50,100,TM
Whirlpool,Water,Special,35,85,TM
Wrap,Normal,Physical,15,90,Level
Wring Out,Normal,Special,0,100,Level
