Name,Type,Category,Power,Accuracy,Source
Alluring Voice,Fairy,Special,80,100,TM
Amnesia,Psychic,Status,0,0,TM
Aqua Ring,Water,Status,0,0,Level
Aqua Tail,Water,Physical,90,90,"Level, TM"
Attract,Normal,Status,0,100,TM
Blizzard,Ice,Special,110,70,TM
Body Slam,Normal,Physical,85,100,TM
Bounce,Flying,Physical,85,85,"Level, TM"
Brick Break,Fighting,Physical,75,100,TM
Brutal Swing,Dark,Physical,60,100,TM
Bubble Beam,Water,Special,65,100,Level
Bulldoze,Ground,Physical,60,100,TM
Charm,Fairy,Status,0,100,"Level, TM"
Chilling Water,Water,Special,50,100,TM
Confide,Normal,Status,0,0,TM
Covet,Normal,Physical,60,100,TM
Curse,Ghost,Status,0,0,TM
Defense Curl,Normal,Status,0,0,Level
Dig,Ground,Physical,80,100,TM
Disarming Voice,Fairy,Special,40,0,TM
Dive,Water,Physical,80,100,TM
Double Team,Normal,Status,0,0,TM
Double-Edge,Normal,Physical,120,100,"Level, TM"
Draining Kiss,Fairy,Special,50,100,TM
Encore,Normal,Status,0,100,TM
Endure,Normal,Status,0,0,TM
Facade,Normal,Physical,70,100,TM
Fake Tears,Dark,Status,0,100,TM
Fling,Dark,Physical,0,100,TM
Focus Blast,Fighting,Special,120,70,TM
Focus Punch,Fighting,Physical,150,100,TM
Frustration,Normal,Physical,0,100,TM
Future Sight,Psychic,Special,120,100,TM
Giga Impact,Normal,Physical,150,90,TM
Grass Knot,Grass,Special,0,100,TM
Hail,Ice,Status,0,0,TM
Helping Hand,Normal,Status,0,0,"Level, TM"
Hidden Power,Normal,Special,60,100,TM
Hydro Pump,Water,Special,110,80,"Level, TM"
Hyper Beam,Normal,Special,150,90,TM
Hyper Voice,Normal,Special,90,100,TM
Ice Beam,Ice,Special,90,100,TM
Ice Punch,Ice,Physical,75,100,TM
Ice Spinner,Ice,Physical,80,100,TM
Icy Wind,Ice,Special,55,95,TM
Iron Tail,Steel,Physical,100,75,TM
Knock Off,Dark,Physical,65,100,TM
Light Screen,Psychic,Status,0,0,TM
Liquidation,Water,Physical,85,100,TM
Mega Kick,Normal,Physical,120,75,TM
Mega Punch,Normal,Physical,80,85,TM
Metronome,Normal,Status,0,0,TM
Misty Explosion,Fairy,Special,100,100,TM
Misty Terrain,Fairy,Status,0,0,TM
Mud Shot,Ground,Special,55,95,TM
Mud-Slap,Ground,Special,20,100,TM
Muddy Water,Water,Special,90,85,TM
Play Rough,Fairy,Physical,90,90,"Level, TM"
Power-Up Punch,Fighting,Physical,40,100,TM
Protect,Normal,Status,0,0,TM
Rain Dance,Water,Status,0,0,"Level, TM"
Rest,Psychic,Status,0,0,TM
Return,Normal,Physical,0,100,TM
Rock Smash,Fighting,Physical,40,100,TM
Rollout,Rock,Physical,30,90,Level
Round,Normal,Special,60,100,TM
Scald,Water,Special,80,100,TM
Secret Power,Normal,Physical,70,100,TM
Slam,Normal,Physical,80,75,Level
Sleep Talk,Normal,Status,0,0,TM
Snore,Normal,Special,50,100,TM
Snowscape,Ice,Status,0,0,TM
Splash,Normal,Status,0,0,Level
Steel Roller,Steel,Physical,130,100,TM
Strength,Normal,Physical,80,100,TM
Substitute,Normal,Status,0,0,TM
Superpower,Fighting,Physical,120,100,"Level, TM"
Surf,Water,Special,90,100,TM
Swagger,Normal,Status,0,85,TM
Swift,Normal,Special,60,0,TM
Tackle,Normal,Physical,40,100,Level
Tail Whip,Normal,Status,0,100,Level
Take Down,Normal,Physical,90,85,TM
Tera Blast,Normal,Special,80,100,TM
Toxic,Poison,Status,0,90,TM
Trailblaze,Grass,Physical,50,100,TM
Uproar,Normal,Special,90,100,TM
Water Gun,Water,Special,40,100,Level
Water Pulse,Water,Special,60,100,TM
Waterfall,Water,Physical,80,100,TM
Whirlpool,Water,Special,35,85,TM
Work Up,Normal,Status,0,0,TM
