Name,Type,Category,Power,Accuracy,Source
Agility,Psychic,Status,0,0,TM
Ally Switch,Psychic,Status,0,0,TM
Attract,Normal,Status,0,100,TM
Avalanche,Ice,Physical,60,100,TM
Blizzard,Ice,Special,110,70,TM
Brine,Water,Special,65,100,"Level, TM"
Confide,Normal,Status,0,0,TM
Confuse Ray,Ghost,Status,0,100,"Level, TM"
Cosmic Power,Psychic,Status,0,0,"Level, TM"
Curse,Ghost,Status,0,0,TM
Dazzling Gleam,Fairy,Special,80,100,TM
Dive,Water,Physical,80,100,TM
Double Team,Normal,Status,0,0,TM
Double-Edge,Normal,Physical,120,100,TM
Dream Eater,Psychic,Special,100,100,TM
Endure,Normal,Status,0,0,TM
Expanding Force,Psychic,Special,80,100,TM
Facade,Normal,Physical,70,100,TM
Flash,Normal,Status,0,100,TM
Flash Cannon,Steel,Special,80,100,TM
Flip Turn,Water,Physical,60,100,TM
Frustration,Normal,Physical,0,100,TM
Giga Impact,Normal,Physical,150,90,TM
Grass Knot,Grass,Special,0,100,TM
Gravity,Psychic,Status,0,0,TM
Gyro Ball,Steel,Physical,0,100,TM
Hail,Ice,Status,0,0,TM
Harden,Normal,Status,0,0,Level
Hidden Power,Normal,Special,60,100,TM
Hydro Pump,Water,Special,110,80,"Level, TM"
Hyper Beam,Normal,Special,150,90,TM
Ice Beam,Ice,Special,90,100,TM
Icy Wind,Ice,Special,55,95,TM
Light Screen,Psychic,Status,0,0,"Level, TM"
Meteor Beam,Rock,Special,120,90,TM
Minimize,Normal,Status,0,0,Level
Pain Split,Normal,Status,0,0,TM
Power Gem,Rock,Special,80,100,"Level, TM"
Protect,Normal,Status,0,0,TM
Psybeam,Psychic,Special,65,100,"Level, TM"
Psych Up,Normal,Status,0,0,TM
Psychic,Psychic,Special,90,100,"Level, TM"
Psycho Cut,Psychic,Physical,70,100,TM
Psyshock,Psychic,Special,80,100,TM
Rain Dance,Water,Status,0,0,TM
Rapid Spin,Normal,Physical,50,100,Level
Recover,Normal,Status,0,0,Level
Recycle,Normal,Status,0,0,TM
Reflect,Psychic,Status,0,0,TM
Rest,Psychic,Status,0,0,TM
Return,Normal,Physical,0,100,TM
Round,Normal,Special,60,100,TM
Scald,Water,Special,80,100,TM
Secret Power,Normal,Physical,70,100,TM
Signal Beam,Bug,Special,75,100,TM
Skill Swap,Psychic,Status,0,0,TM
Sleep Talk,Normal,Status,0,0,TM
Snore,Normal,Special,50,100,TM
Spotlight,Normal,Status,0,0,Level
Substitute,Normal,Status,0,0,TM
Surf,Water,Special,90,100,"Level, TM"
Swagger,Normal,Status,0,85,TM
Swift,Normal,Special,60,0,"Level, TM"
Tackle,Normal,Physical,40,100,Level
Take Down,Normal,Physical,90,85,TM
Tera Blast,Normal,Special,80,100,TM
Thunder,Electric,Special,110,70,TM
Thunder Wave,Electric,Status,0,90,TM
Thunderbolt,Electric,Special,90,100,TM
Toxic,Poison,Status,0,90,TM
Tri Attack,Normal,Special,80,100,TM
Trick,Psychic,Status,0,100,TM
Trick Room,Psychic,Status,0,0,TM
Water Gun,Water,Special,40,100,Level
Water Pulse,Water,Special,60,100,TM
Waterfall,Water,Physical,80,100,TM
Whirlpool,Water,Special,35,85,TM
Wonder Room,Psychic,Status,0,0,TM
