Name,Type,Category,Power,Accuracy,Source
Ally Switch,Psychic,Status,0,0,TM
Attract,Normal,Status,0,100,TM
Aurora Veil,Ice,Status,0,0,TM
Avalanche,Ice,Physical,60,100,TM
Blizzard,Ice,Special,110,70,"Level, TM"
Body Slam,Normal,Physical,85,100,TM
Brick Break,Fighting,Physical,75,100,TM
Calm Mind,Psychic,Status,0,0,TM
Charm,Fairy,Status,0,100,TM
Confide,Normal,Status,0,0,TM
Confusion,Psychic,Special,50,100,Level
Copycat,Normal,Status,0,0,Level
Counter,Fighting,Physical,0,100,TM
Covet,Normal,Physical,60,100,"Level, TM"
Curse,Ghost,Status,0,0,TM
Double Team,Normal,Status,0,0,TM
Double-Edge,Normal,Physical,120,100,TM
Drain Punch,Fighting,Physical,75,100,TM
Draining Kiss,Fairy,Special,50,100,TM
Dream Eater,Psychic,Special,100,100,TM
Echoed Voice,Normal,Special,40,100,TM
Encore,Normal,Status,0,100,TM
Endure,Normal,Status,0,0,TM
Energy Ball,Grass,Special,90,100,TM
Expanding Force,Psychic,Special,80,100,TM
Facade,Normal,Physical,70,100,TM
Fake Tears,Dark,Status,0,100,"Level, TM"
Flash,Normal,Status,0,100,TM
Fling,Dark,Physical,0,100,TM
Focus Blast,Fighting,Special,120,70,TM
Focus Punch,Fighting,Physical,150,100,TM
Frost Breath,Ice,Special,60,90,TM
Frustration,Normal,Physical,0,100,TM
Future Sight,Psychic,Special,120,100,TM
Giga Impact,Normal,Physical,150,90,TM
Grass Knot,Grass,Special,0,100,TM
Hail,Ice,Status,0,0,TM
Heal Bell,Normal,Status,0,0,TM
Helping Hand,Normal,Status,0,0,TM
Hidden Power,Normal,Special,60,100,TM
Hyper Beam,Normal,Special,150,90,TM
Hyper Voice,Normal,Special,90,100,TM
Ice Beam,Ice,Special,90,100,TM
Ice Punch,Ice,Physical,75,100,"Level, TM"
Icicle Spear,Ice,Physical,25,100,TM
Icy Wind,Ice,Special,55,95,TM
Lick,Ghost,Physical,30,100,Level
Light Screen,Psychic,Status,0,0,TM
Lovely Kiss,Normal,Status,0,75,Level
Magic Room,Psychic,Status,0,0,TM
Mean Look,Normal,Status,0,0,Level
Mega Kick,Normal,Physical,120,75,TM
Mega Punch,Normal,Physical,80,85,TM
Metronome,Normal,Status,0,0,TM
Mud-Slap,Ground,Special,20,100,TM
Nasty Plot,Dark,Status,0,0,TM
Payback,Dark,Physical,50,100,TM
Perish Song,Normal,Status,0,0,Level
Pound,Normal,Physical,40,100,Level
Powder Snow,Ice,Special,40,100,Level
Power-Up Punch,Fighting,Physical,40,100,TM
Protect,Normal,Status,0,0,TM
Psych Up,Normal,Status,0,0,TM
Psychic,Psychic,Special,90,100,"Level, TM"
Psychic Terrain,Psychic,Status,0,0,TM
Psycho Cut,Psychic,Physical,70,100,TM
Psyshock,Psychic,Special,80,100,TM
Rain Dance,Water,Status,0,0,TM
Recycle,Normal,Status,0,0,TM
Reflect,Psychic,Status,0,0,TM
Rest,Psychic,Status,0,0,TM
Return,Normal,Physical,0,100,TM
Round,Normal,Special,60,100,TM
Screech,Normal,Status,0,85,TM
Secret Power,Normal,Physical,70,100,TM
Shadow Ball,Ghost,Special,80,100,TM
Signal Beam,Bug,Special,75,100,TM
Sing,Normal,Status,0,55,Level
Skill Swap,Psychic,Status,0,0,TM
Sleep Talk,Normal,Status,0,0,TM
Snore,Normal,Special,50,100,TM
Stored Power,Psychic,Special,20,100,TM
Substitute,Normal,Status,0,0,TM
Swagger,Normal,Status,0,85,TM
Sweet Kiss,Fairy,Status,0,75,Level
Take Down,Normal,Physical,90,85,TM
Taunt,Dark,Status,0,100,TM
Tera Blast,Normal,Special,80,100,TM
Thief,Dark,Physical,60,100,TM
Torment,Dark,Status,0,100,TM
Toxic,Poison,Status,0,90,TM
Trick,Psychic,Status,0,100,TM
Trick Room,Psychic,Status,0,0,TM
Triple Axel,Ice,Physical,20,90,TM
Uproar,Normal,Special,90,100,TM
Water Pulse,Water,Special,60,100,TM
Wonder Room,Psychic,Status,0,0,TM
Zen Headbutt,Psychic,Physical,80,90,TM
