Name,Type,Category,Power,Accuracy,Source
Aerial Ace,Flying,Physical,60,0,"TM, TM, TM, TM"
Agility,Psychic,Status,0,0,"Level, TM"
Ally Switch,Psychic,Status,0,0,"TM, TM, TM, TM"
Amnesia,Psychic,Status,0,0,"Level, TM"
Avalanche,Ice,Physical,60,100,"TM, TM, TM, TM"
Body Slam,Normal,Physical,85,100,"TM, TM, TM, TM"
Brick Break,Fighting,Physical,75,100,"TM, TM, TM, TM"
Brutal Swing,Dark,Physical,60,100,"TM, TM, TM, TM"
Calm Mind,Psychic,Status,0,0,"TM, TM, TM, TM"
Charge Beam,Electric,Special,50,90,"TM, TM, TM, TM"
Confide,Normal,Status,0,0,"TM, TM, TM, TM"
Confusion,Psychic,Special,50,100,"Level, Level, Level, Level"
Cosmic Power,Psychic,Status,0,0,"Level, Level, TM"
Counter,Fighting,Physical,0,100,"Level, TM, TM, TM, TM"
Cut,Normal,Physical,50,95,"TM, TM, TM, TM"
Dark Pulse,Dark,Special,80,100,"TM, TM, TM, TM"
Double Team,Normal,Status,0,0,"Level, TM, TM, TM, TM"
Double-Edge,Normal,Physical,120,100,"TM, TM, TM, TM"
Drain Punch,Fighting,Physical,75,100,"TM, TM, TM, TM"
Dream Eater,Psychic,Special,100,100,"TM, TM, TM, TM"
Endure,Normal,Status,0,0,"TM, TM, TM, TM"
Energy Ball,Grass,Special,90,100,"TM, TM, TM, TM"
Expanding Force,Psychic,Special,80,100,"TM, TM, TM, TM"
Extreme Speed,Normal,Physical,80,100,Level
Facade,Normal,Physical,70,100,"TM, TM, TM, TM"
Fire Punch,Fire,Physical,75,100,"TM, TM, TM, TM"
Flash,Normal,Status,0,100,"TM, TM, TM, TM"
Flash Cannon,Steel,Special,80,100,"TM, TM, TM, TM"
Fling,Dark,Physical,0,100,"TM, TM, TM, TM"
Focus Blast,Fighting,Special,120,70,"TM, TM, TM, TM"
Focus Punch,Fighting,Physical,150,100,"TM, TM, TM, TM"
Frustration,Normal,Physical,0,100,"TM, TM, TM, TM"
Giga Impact,Normal,Physical,150,90,"TM, TM, TM, TM"
Grass Knot,Grass,Special,0,100,"TM, TM, TM, TM"
Gravity,Psychic,Status,0,0,"Level, TM, TM, TM, TM"
Hidden Power,Normal,Special,60,100,"TM, TM, TM, TM"
Hyper Beam,Normal,Special,150,90,"Level, Level, TM, TM, TM, TM"
Ice Beam,Ice,Special,90,100,"TM, TM, TM, TM"
Ice Punch,Ice,Physical,75,100,"TM, TM, TM, TM"
Icy Wind,Ice,Special,55,95,TM
Iron Defense,Steel,Status,0,0,"Level, TM"
Knock Off,Dark,Physical,65,100,"Level, Level, Level, TM, TM, TM, TM"
Leer,Normal,Status,0,100,"Level, Level, Level, Level"
Light Screen,Psychic,Status,0,0,"TM, TM, TM, TM"
Low Kick,Fighting,Physical,0,100,"TM, TM, TM, TM"
Low Sweep,Fighting,Physical,65,100,"TM, TM, TM, TM"
Mega Kick,Normal,Physical,120,75,"TM, TM, TM"
Mega Punch,Normal,Physical,80,85,"TM, TM, TM"
Meteor Beam,Rock,Special,120,90,"TM, TM, TM, TM"
Mirror Coat,Psychic,Special,0,100,Level
Mud-Slap,Ground,Special,20,100,"TM, TM, TM, TM"
Nasty Plot,Dark,Status,0,0,"TM, TM, TM, TM"
Night Shade,Ghost,Special,0,100,"Level, Level, Level, Level, TM, TM, TM, TM"
