Name,Type,Category,Power,Accuracy,Source
Aerial Ace,Flying,Physical,60,0,TM
Attract,Normal,Status,0,100,TM
Body Press,Fighting,Physical,80,100,TM
Bug Bite,Bug,Physical,60,100,"Level, TM"
Bulldoze,Ground,Physical,60,100,TM
Confide,Normal,Status,0,0,TM
Counter,Fighting,Physical,0,100,TM
Cut,Normal,Physical,50,95,TM
Dig,Ground,Physical,80,100,TM
Double Team,Normal,Status,0,0,TM
Earthquake,Ground,Physical,100,100,TM
Endure,Normal,Status,0,0,TM
Facade,Normal,Physical,70,100,TM
Flail,Normal,Physical,0,100,Level
Frustration,Normal,Physical,0,100,TM
Fury Cutter,Bug,Physical,40,95,Level
Giga Impact,Normal,Physical,150,90,TM
Heavy Slam,Steel,Physical,0,100,TM
Hidden Power,Normal,Special,60,100,TM
Hone Claws,Dark,Status,0,0,TM
Hyper Beam,Normal,Special,150,90,TM
Iron Defense,Steel,Status,0,0,TM
Knock Off,Dark,Physical,65,100,TM
Meteor Beam,Rock,Special,120,90,TM
Nature Power,Normal,Status,0,0,TM
Poison Jab,Poison,Physical,80,100,TM
Protect,Normal,Status,0,0,TM
Rest,Psychic,Status,0,0,TM
Return,Normal,Physical,0,100,TM
Rock Blast,Rock,Physical,25,90,"Level, TM"
Rock Polish,Rock,Status,0,0,"Level, TM"
Rock Slide,Rock,Physical,75,90,"Level, TM"
Rock Smash,Fighting,Physical,40,100,TM
Rock Tomb,Rock,Physical,60,95,TM
Rock Wrecker,Rock,Physical,150,90,Level
Round,Normal,Special,60,100,TM
Sand Attack,Ground,Status,0,100,Level
Sand Tomb,Ground,Physical,35,85,TM
Sandstorm,Rock,Status,0,0,TM
Secret Power,Normal,Physical,70,100,TM
Shadow Claw,Ghost,Physical,70,100,TM
Shell Smash,Normal,Status,0,0,Level
Skitter Smack,Bug,Physical,70,90,TM
Slash,Normal,Physical,70,100,Level
Sleep Talk,Normal,Status,0,0,TM
Smack Down,Rock,Physical,50,100,"Level, TM"
Snore,Normal,Special,50,100,TM
Solar Beam,Grass,Special,120,100,TM
Solar Blade,Grass,Physical,125,100,TM
Spikes,Ground,Status,0,0,TM
Stealth Rock,Rock,Status,0,0,"Level, TM"
Stomping Tantrum,Ground,Physical,75,100,TM
Stone Edge,Rock,Physical,100,80,TM
Strength,Normal,Physical,80,100,TM
Struggle Bug,Bug,Special,50,100,TM
Substitute,Normal,Status,0,0,TM
Swagger,Normal,Status,0,85,TM
Swords Dance,Normal,Status,0,0,TM
Tera Blast,Normal,Special,80,100,TM
Toxic,Poison,Status,0,90,TM
Withdraw,Water,Status,0,0,Level
X-Scissor,Bug,Physical,80,100,"Level, TM"
