Name,Type,Category,Power,Accuracy,Source
Aerial Ace,Flying,Physical,60,0,"Level, TM"
Agility,Psychic,Status,0,0,"Level, TM"
Air Cutter,Flying,Special,60,95,TM
Air Slash,Flying,Special,75,95,"Level, TM"
Attract,Normal,Status,0,100,TM
Brave Bird,Flying,Physical,120,100,TM
Confide,Normal,Status,0,0,TM
Curse,Ghost,Status,0,0,TM
Defog,Flying,Status,0,0,TM
Double Team,Normal,Status,0,0,TM
Double-Edge,Normal,Physical,120,100,TM
Endure,Normal,Status,0,0,TM
Facade,Normal,Physical,70,100,TM
Feather Dance,Flying,Status,0,100,"Level, TM"
Fly,Flying,Physical,90,95,TM
Frustration,Normal,Physical,0,100,TM
Giga Impact,Normal,Physical,150,90,TM
Gust,Flying,Special,40,100,"Level, Level"
Heat Wave,Fire,Special,95,90,TM
Hidden Power,Normal,Special,60,100,TM
Hurricane,Flying,Special,110,70,"Level, Level, TM"
Hyper Beam,Normal,Special,150,90,TM
Mud-Slap,Ground,Special,20,100,TM
Pluck,Flying,Physical,60,100,TM
Protect,Normal,Status,0,0,TM
Quick Attack,Normal,Physical,40,100,Level
Rain Dance,Water,Status,0,0,TM
Reflect,Psychic,Status,0,0,TM
Rest,Psychic,Status,0,0,TM
Return,Normal,Physical,0,100,TM
Roost,Flying,Status,0,0,"Level, TM"
Round,Normal,Special,60,100,TM
Sand Attack,Ground,Status,0,100,"Level, Level"
Secret Power,Normal,Physical,70,100,TM
Sleep Talk,Normal,Status,0,0,TM
Snore,Normal,Special,50,100,TM
Steel Wing,Steel,Physical,70,90,TM
Substitute,Normal,Status,0,0,TM
Sunny Day,Fire,Status,0,0,TM
Swagger,Normal,Status,0,85,TM
Swift,Normal,Special,60,0,TM
Tackle,Normal,Physical,40,100,Level
Tailwind,Flying,Status,0,0,"Level, TM"
Take Down,Normal,Physical,90,85,TM
Tera Blast,Normal,Special,80,100,TM
Thief,Dark,Physical,60,100,TM
Toxic,Poison,Status,0,90,TM
Twister,Dragon,Special,40,100,Level
U-Turn,Bug,Physical,70,100,TM
Uproar,Normal,Special,90,100,TM
Whirlwind,Normal,Status,0,0,Level
Wing Attack,Flying,Physical,60,100,Level
Work Up,Normal,Status,0,0,TM
