Name,Type,Category,Power,Accuracy,Source
Agility,Psychic,Status,0,0,TM
Air Slash,Flying,Special,75,95,TM
Assurance,Dark,Physical,60,100,TM
Bite,Dark,Physical,60,100,Level
Body Slam,Normal,Physical,85,100,TM
Brick Break,Fighting,Physical,75,100,TM
Brutal Swing,Dark,Physical,60,100,TM
Close Combat,Fighting,Physical,120,100,"Level, TM"
Crunch,Dark,Physical,80,100,"Level, TM"
Dazzling Gleam,Fairy,Special,80,100,TM
Dig,Ground,Physical,80,100,TM
Double Team,Normal,Status,0,0,TM
Endure,Normal,Status,0,0,TM
Facade,Normal,Physical,70,100,TM
False Swipe,Normal,Physical,40,100,TM
Fire Fang,Fire,Physical,65,95,TM
Flash Cannon,Steel,Special,80,100,TM
Focus Blast,Fighting,Special,120,70,TM
Focus Energy,Normal,Status,0,0,TM
Frustration,Normal,Physical,0,100,TM
Giga Impact,Normal,Physical,150,90,"Level, TM"
Helping Hand,Normal,Status,0,0,TM
Hidden Power,Normal,Special,60,100,TM
Howl,Normal,Status,0,0,Level
Hyper Beam,Normal,Special,150,90,TM
Hyper Voice,Normal,Special,90,100,TM
Ice Fang,Ice,Physical,65,95,TM
Imprison,Psychic,Status,0,100,TM
Iron Defense,Steel,Status,0,0,TM
Iron Head,Steel,Physical,80,100,"Level, TM"
Iron Tail,Steel,Physical,100,75,TM
Metal Claw,Steel,Physical,50,95,"Level, TM"
Misty Terrain,Fairy,Status,0,0,TM
Moonblast,Fairy,Special,95,100,Level
Noble Roar,Normal,Status,0,100,Level
Play Rough,Fairy,Physical,90,90,TM
Poison Jab,Poison,Physical,80,100,TM
Protect,Normal,Status,0,0,TM
Psychic Fangs,Psychic,Physical,85,100,TM
Psycho Cut,Psychic,Physical,70,100,TM
Quick Attack,Normal,Physical,40,100,Level
Quick Guard,Fighting,Status,0,0,Level
Rest,Psychic,Status,0,0,TM
Retaliate,Normal,Physical,70,100,TM
Return,Normal,Physical,0,100,TM
Revenge,Fighting,Physical,60,100,TM
Reversal,Fighting,Physical,0,100,TM
Round,Normal,Special,60,100,TM
Sacred Sword,Fighting,Physical,90,100,Level
Scary Face,Normal,Status,0,100,TM
Secret Power,Normal,Physical,70,100,TM
Slash,Normal,Physical,70,100,Level
Sleep Talk,Normal,Status,0,0,TM
Snarl,Dark,Special,55,95,TM
Snore,Normal,Special,50,100,TM
Solar Blade,Grass,Physical,125,100,TM
Steel Beam,Steel,Special,140,95,TM
Substitute,Normal,Status,0,0,TM
Swift,Normal,Special,60,0,TM
Swords Dance,Normal,Status,0,0,"Level, TM"
Tail Slap,Normal,Physical,25,85,TM
Take Down,Normal,Physical,90,85,TM
Tera Blast,Normal,Special,80,100,TM
Thunder Fang,Electric,Physical,65,95,TM
Trailblaze,Grass,Physical,50,100,TM
Wild Charge,Electric,Physical,90,100,TM
Work Up,Normal,Status,0,0,TM
