Name,Type,Category,Power,Accuracy,Source
Assurance,Dark,Physical,60,100,"Level, TM"
Attract,Normal,Status,0,100,TM
Bite,Dark,Physical,60,100,Level
Body Slam,Normal,Physical,85,100,TM
Charm,Fairy,Status,0,100,TM
Confide,Normal,Status,0,0,TM
Counter,Fighting,Physical,0,100,TM
Covet,Normal,Physical,60,100,TM
Crunch,Dark,Physical,80,100,"Level, TM"
Dark Pulse,Dark,Special,80,100,TM
Dig,Ground,Physical,80,100,TM
Double Team,Normal,Status,0,0,TM
Double-Edge,Normal,Physical,120,100,TM
Embargo,Dark,Status,0,100,TM
Endeavor,Normal,Physical,0,100,TM
Endure,Normal,Status,0,0,TM
Facade,Normal,Physical,70,100,TM
Fire Fang,Fire,Physical,65,95,"Level, TM"
Foul Play,Dark,Physical,95,100,TM
Frustration,Normal,Physical,0,100,TM
Giga Impact,Normal,Physical,150,90,TM
Heal Bell,Normal,Status,0,0,TM
Helping Hand,Normal,Status,0,0,TM
Hidden Power,Normal,Special,60,100,TM
Howl,Normal,Status,0,0,Level
Hyper Beam,Normal,Special,150,90,TM
Hyper Voice,Normal,Special,90,100,TM
Ice Fang,Ice,Physical,65,95,"Level, TM"
Incinerate,Fire,Special,60,100,TM
Iron Tail,Steel,Physical,100,75,TM
Lash Out,Dark,Physical,75,100,TM
Leer,Normal,Status,0,100,Level
Mud-Slap,Ground,Special,20,100,TM
Nasty Plot,Dark,Status,0,0,TM
Payback,Dark,Physical,50,100,TM
Play Rough,Fairy,Physical,90,90,"Level, TM"
Protect,Normal,Status,0,0,TM
Psych Up,Normal,Status,0,0,TM
Psychic Fangs,Psychic,Physical,85,100,TM
Rain Dance,Water,Status,0,0,TM
Rest,Psychic,Status,0,0,TM
Retaliate,Normal,Physical,70,100,TM
Return,Normal,Physical,0,100,TM
Roar,Normal,Status,0,0,"Level, TM"
Rock Smash,Fighting,Physical,40,100,TM
Round,Normal,Special,60,100,TM
Sand Attack,Ground,Status,0,100,Level
Scary Face,Normal,Status,0,100,"Level, TM"
Secret Power,Normal,Physical,70,100,TM
Shadow Ball,Ghost,Special,80,100,TM
Sleep Talk,Normal,Status,0,0,TM
Snarl,Dark,Special,55,95,"Level, TM"
Snore,Normal,Special,50,100,TM
Spite,Ghost,Status,0,100,TM
Strength,Normal,Physical,80,100,TM
Substitute,Normal,Status,0,0,TM
Sucker Punch,Dark,Physical,70,100,Level
Sunny Day,Fire,Status,0,0,TM
Super Fang,Normal,Physical,0,90,TM
Swagger,Normal,Status,0,85,"Level, TM"
Tackle,Normal,Physical,40,100,Level
Take Down,Normal,Physical,90,85,"Level, TM"
Taunt,Dark,Status,0,100,"Level, TM"
Tera Blast,Normal,Special,80,100,TM
Thief,Dark,Physical,60,100,"Level, TM"
Throat Chop,Dark,Physical,80,100,TM
Thunder Fang,Electric,Physical,65,95,"Level, TM"
Torment,Dark,Status,0,100,TM
Toxic,Poison,Status,0,90,TM
Trailblaze,Grass,Physical,50,100,TM
Uproar,Normal,Special,90,100,TM
Yawn,Normal,Status,0,0,Level
