Name,Type,Category,Power,Accuracy,Source
Astonish,Ghost,Physical,30,100,Level
Attract,Normal,Status,0,100,TM
Baby-Doll Eyes,Fairy,Status,0,100,Level
Brick Break,Fighting,Physical,75,100,TM
Brutal Swing,Dark,Physical,60,100,"Level, TM"
Bulldoze,Ground,Physical,60,100,TM
Covet,Normal,Physical,60,100,"Level, TM"
Double Team,Normal,Status,0,0,TM
Draining Kiss,Fairy,Special,50,100,"Level, TM"
Encore,Normal,Status,0,100,TM
Endeavor,Normal,Physical,0,100,TM
Endure,Normal,Status,0,0,TM
Facade,Normal,Physical,70,100,TM
Fairy Wind,Fairy,Special,40,100,Level
Fake Out,Normal,Physical,40,100,Level
Fake Tears,Dark,Status,0,100,TM
Flash Cannon,Steel,Special,80,100,"Level, TM"
Flatter,Dark,Status,0,100,Level
Fling,Dark,Physical,0,100,TM
Foul Play,Dark,Physical,95,100,TM
Frustration,Normal,Physical,0,100,TM
Gigaton Hammer,Steel,Physical,160,100,Level
Hard Press,Steel,Physical,0,100,TM
Heavy Slam,Steel,Physical,0,100,TM
Helping Hand,Normal,Status,0,0,TM
Hidden Power,Normal,Special,60,100,TM
Knock Off,Dark,Physical,65,100,"Level, TM"
Light Screen,Psychic,Status,0,0,TM
Metal Claw,Steel,Physical,50,95,"Level, TM"
Metal Sound,Steel,Status,0,85,TM
Metronome,Normal,Status,0,0,TM
Play Rough,Fairy,Physical,90,90,"Level, TM"
Pounce,Bug,Physical,50,100,TM
Protect,Normal,Status,0,0,TM
Reflect,Psychic,Status,0,0,TM
Rest,Psychic,Status,0,0,TM
Return,Normal,Physical,0,100,TM
Rock Slide,Rock,Physical,75,90,TM
Rock Smash,Fighting,Physical,40,100,"Level, TM"
Rock Tomb,Rock,Physical,60,95,TM
Secret Power,Normal,Physical,70,100,TM
Skill Swap,Psychic,Status,0,0,TM
Skitter Smack,Bug,Physical,70,90,"Level, TM"
Slam,Normal,Physical,80,75,Level
Sleep Talk,Normal,Status,0,0,TM
Smack Down,Rock,Physical,50,100,TM
Stealth Rock,Rock,Status,0,0,TM
Steel Beam,Steel,Special,140,95,TM
Stone Edge,Rock,Physical,100,80,TM
Substitute,Normal,Status,0,0,TM
Sweet Kiss,Fairy,Status,0,75,Level
Swords Dance,Normal,Status,0,0,TM
Tera Blast,Normal,Special,80,100,TM
Thief,Dark,Physical,60,100,TM
Thunder Wave,Electric,Status,0,90,TM
