Name,Type,Category,Power,Accuracy,Source
Agility,Psychic,Status,0,0,"Level, TM"
Attract,Normal,Status,0,100,TM
Blizzard,Ice,Special,110,70,TM
Body Slam,Normal,Physical,85,100,TM
Bounce,Flying,Physical,85,85,TM
Breaking Swipe,Dragon,Physical,60,100,TM
Brine,Water,Special,65,100,TM
Bubble Beam,Water,Special,65,100,Level
Chilling Water,Water,Special,50,100,TM
Confide,Normal,Status,0,0,TM
Curse,Ghost,Status,0,0,TM
Dive,Water,Physical,80,100,TM
Double Team,Normal,Status,0,0,TM
Double-Edge,Normal,Physical,120,100,TM
Draco Meteor,Dragon,Special,130,90,TM
Dragon Breath,Dragon,Special,60,100,Level
Dragon Dance,Dragon,Status,0,0,"Level, TM"
Dragon Pulse,Dragon,Special,85,100,"Level, TM"
Endure,Normal,Status,0,0,TM
Facade,Normal,Physical,70,100,TM
Flash Cannon,Steel,Special,80,100,TM
Flip Turn,Water,Physical,60,100,TM
Focus Energy,Normal,Status,0,0,"Level, TM"
Frustration,Normal,Physical,0,100,TM
Giga Impact,Normal,Physical,150,90,TM
Hail,Ice,Status,0,0,TM
Hidden Power,Normal,Special,60,100,TM
Hurricane,Flying,Special,110,70,TM
Hydro Pump,Water,Special,110,80,"Level, TM"
Hyper Beam,Normal,Special,150,90,TM
Ice Beam,Ice,Special,90,100,TM
Icy Wind,Ice,Special,55,95,TM
Iron Head,Steel,Physical,80,100,TM
Laser Focus,Normal,Status,0,0,Level
Leer,Normal,Status,0,100,Level
Liquidation,Water,Physical,85,100,TM
Muddy Water,Water,Special,90,85,TM
Outrage,Dragon,Physical,120,100,TM
Protect,Normal,Status,0,0,TM
Quash,Dark,Status,0,100,TM
Rain Dance,Water,Status,0,0,"Level, TM"
Rest,Psychic,Status,0,0,TM
Return,Normal,Physical,0,100,TM
Round,Normal,Special,60,100,TM
Scald,Water,Special,80,100,TM
Scale Shot,Dragon,Physical,25,90,TM
Secret Power,Normal,Physical,70,100,TM
Signal Beam,Bug,Special,75,100,TM
Sleep Talk,Normal,Status,0,0,TM
Smokescreen,Normal,Status,0,100,Level
Snore,Normal,Special,50,100,TM
Substitute,Normal,Status,0,0,TM
Surf,Water,Special,90,100,TM
Swagger,Normal,Status,0,85,TM
Swift,Normal,Special,60,0,TM
Tera Blast,Normal,Special,80,100,TM
Toxic,Poison,Status,0,90,TM
Twister,Dragon,Special,40,100,Level
Water Gun,Water,Special,40,100,Level
Water Pulse,Water,Special,60,100,"Level, TM"
Waterfall,Water,Physical,80,100,TM
Wave Crash,Water,Physical,120,100,Level
Weather Ball,Normal,Special,50,100,TM
Whirlpool,Water,Special,35,85,"Level, TM"
Yawn,Normal,Status,0,0,Level
