Name,Type,Category,Power,Accuracy,Source
Acupressure,Normal,Status,0,0,Level
Aerial Ace,Flying,Physical,60,0,TM
Agility,Psychic,Status,0,0,TM
Aqua Tail,Water,Physical,90,90,TM
Assurance,Dark,Physical,60,100,TM
Attract,Normal,Status,0,100,TM
Bite,Dark,Physical,60,100,Level
Brick Break,Fighting,Physical,75,100,TM
Brutal Swing,Dark,Physical,60,100,TM
Bug Bite,Bug,Physical,60,100,"Level, TM"
Bug Buzz,Bug,Special,90,100,TM
Bulldoze,Ground,Physical,60,100,TM
Confide,Normal,Status,0,0,TM
Confuse Ray,Ghost,Status,0,100,TM
Cross Poison,Poison,Physical,70,100,"Level, TM"
Crunch,Dark,Physical,80,100,"Level, TM"
Cut,Normal,Physical,50,95,TM
Dark Pulse,Dark,Special,80,100,TM
Dig,Ground,Physical,80,100,TM
Double Team,Normal,Status,0,0,TM
Earthquake,Ground,Physical,100,100,TM
Endure,Normal,Status,0,0,TM
Facade,Normal,Physical,70,100,TM
False Swipe,Normal,Physical,40,100,TM
Fell Stinger,Bug,Physical,50,100,Level
Fire Fang,Fire,Physical,65,95,"Level, TM"
Flash,Normal,Status,0,100,TM
Fling,Dark,Physical,0,100,TM
Frustration,Normal,Physical,0,100,TM
Giga Impact,Normal,Physical,150,90,TM
Hidden Power,Normal,Special,60,100,TM
Hone Claws,Dark,Status,0,0,"Level, TM"
Hyper Beam,Normal,Special,150,90,TM
Ice Fang,Ice,Physical,65,95,"Level, TM"
Infestation,Bug,Special,20,100,TM
Iron Defense,Steel,Status,0,0,TM
Iron Tail,Steel,Physical,100,75,TM
Knock Off,Dark,Physical,65,100,"Level, TM"
Lash Out,Dark,Physical,75,100,TM
Leech Life,Bug,Physical,80,100,TM
Leer,Normal,Status,0,100,Level
Mud-Slap,Ground,Special,20,100,TM
Night Slash,Dark,Physical,70,100,Level
Payback,Dark,Physical,50,100,TM
Pin Missile,Bug,Physical,25,95,"Level, TM"
Poison Fang,Poison,Physical,50,100,Level
Poison Jab,Poison,Physical,80,100,TM
Poison Sting,Poison,Physical,15,100,Level
Protect,Normal,Status,0,0,TM
Rain Dance,Water,Status,0,0,TM
Rest,Psychic,Status,0,0,TM
Retaliate,Normal,Physical,70,100,TM
Return,Normal,Physical,0,100,TM
Roar,Normal,Status,0,0,TM
Rock Climb,Normal,Physical,90,85,TM
Rock Slide,Rock,Physical,75,90,TM
Rock Smash,Fighting,Physical,40,100,TM
Rock Tomb,Rock,Physical,60,95,TM
Round,Normal,Special,60,100,TM
Sand Tomb,Ground,Physical,35,85,TM
Scary Face,Normal,Status,0,100,"Level, TM"
Screech,Normal,Status,0,85,TM
Secret Power,Normal,Physical,70,100,TM
Shadow Ball,Ghost,Special,80,100,TM
Skitter Smack,Bug,Physical,70,90,TM
Sleep Talk,Normal,Status,0,0,TM
Sludge Bomb,Poison,Special,90,100,TM
Snarl,Dark,Special,55,95,TM
Snore,Normal,Special,50,100,TM
Stomping Tantrum,Ground,Physical,75,100,TM
Strength,Normal,Physical,80,100,TM
Struggle Bug,Bug,Special,50,100,TM
Substitute,Normal,Status,0,0,TM
Sunny Day,Fire,Status,0,0,TM
Swagger,Normal,Status,0,85,TM
Swords Dance,Normal,Status,0,0,TM
Taunt,Dark,Status,0,100,TM
Tera Blast,Normal,Special,80,100,TM
Thief,Dark,Physical,60,100,TM
Throat Chop,Dark,Physical,80,100,TM
Thunder Fang,Electric,Physical,65,95,"Level, TM"
Torment,Dark,Status,0,100,TM
Toxic,Poison,Status,0,90,"Level, TM"
Toxic Spikes,Poison,Status,0,0,"Level, TM"
Venom Drench,Poison,Status,0,100,TM
Venoshock,Poison,Special,65,100,"Level, TM"
X-Scissor,Bug,Physical,80,100,"Level, TM"
