Name,Type,Category,Power,Accuracy,Source
Attract,Normal,Status,0,100,TM
Bite,Dark,Physical,60,100,Level
Bullet Seed,Grass,Physical,25,100,"Level, TM"
Burning Jealousy,Fire,Special,70,100,TM
Crunch,Dark,Physical,80,100,"Level, TM"
Double Team,Normal,Status,0,0,TM
Endeavor,Normal,Physical,0,100,TM
Endure,Normal,Status,0,0,TM
Energy Ball,Grass,Special,90,100,TM
Facade,Normal,Physical,70,100,TM
Fire Blast,Fire,Special,110,85,TM
Fire Fang,Fire,Physical,65,95,"Level, TM"
Flamethrower,Fire,Special,90,100,"Level, TM"
Frustration,Normal,Physical,0,100,TM
Giga Drain,Grass,Special,75,100,TM
Giga Impact,Normal,Physical,150,90,TM
Grass Knot,Grass,Special,0,100,TM
Grassy Glide,Grass,Physical,55,100,TM
Grassy Terrain,Grass,Status,0,0,TM
Growth,Normal,Status,0,0,Level
Headbutt,Normal,Physical,70,100,Level
Helping Hand,Normal,Status,0,0,TM
Hidden Power,Normal,Special,60,100,TM
Hyper Beam,Normal,Special,150,90,TM
Lash Out,Dark,Physical,75,100,TM
Leaf Storm,Grass,Special,130,90,TM
Leafage,Grass,Physical,40,100,Level
Leer,Normal,Status,0,100,Level
Magical Leaf,Grass,Special,60,0,TM
Overheat,Fire,Special,130,90,"Level, TM"
Protect,Normal,Status,0,0,TM
Razor Leaf,Grass,Physical,55,95,Level
Rest,Psychic,Status,0,0,TM
Return,Normal,Physical,0,100,TM
Sandstorm,Rock,Status,0,0,TM
Scary Face,Normal,Status,0,100,TM
Secret Power,Normal,Physical,70,100,TM
Seed Bomb,Grass,Physical,80,100,"Level, TM"
Sleep Talk,Normal,Status,0,0,TM
Solar Beam,Grass,Special,120,100,"Level, TM"
Spicy Extract,Grass,Status,0,0,Level
Stomping Tantrum,Ground,Physical,75,100,TM
Substitute,Normal,Status,0,0,TM
Sunny Day,Fire,Status,0,0,"Level, TM"
Super Fang,Normal,Physical,0,90,TM
Take Down,Normal,Physical,90,85,TM
Temper Flare,Fire,Physical,75,100,TM
Tera Blast,Normal,Special,80,100,TM
Thief,Dark,Physical,60,100,TM
Trailblaze,Grass,Physical,50,100,TM
Will-O-Wisp,Fire,Status,0,85,TM
Worry Seed,Grass,Status,0,100,"Level, TM"
Zen Headbutt,Psychic,Physical,80,90,"Level, TM"
