Name,Type,Category,Power,Accuracy,Source
Aerial Ace,Flying,Physical,60,0,TM
Agility,Psychic,Status,0,0,TM
Ally Switch,Psychic,Status,0,0,TM
Assurance,Dark,Physical,60,100,TM
Astonish,Ghost,Physical,30,100,Level
Attract,Normal,Status,0,100,TM
Beat Up,Dark,Physical,0,100,TM
Body Slam,Normal,Physical,85,100,TM
Bulldoze,Ground,Physical,60,100,"Level, TM"
Charm,Fairy,Status,0,100,TM
Confide,Normal,Status,0,0,TM
Curse,Ghost,Status,0,0,TM
Cut,Normal,Physical,50,95,TM
Dig,Ground,Physical,80,100,"Level, TM"
Double Team,Normal,Status,0,0,TM
Double-Edge,Normal,Physical,120,100,TM
Earth Power,Ground,Special,90,100,"Level, TM"
Earthquake,Ground,Physical,100,100,"Level, TM"
Echoed Voice,Normal,Special,40,100,TM
Endeavor,Normal,Physical,0,100,TM
Endure,Normal,Status,0,0,TM
Facade,Normal,Physical,70,100,TM
Fissure,Ground,Physical,200,30,Level
Foul Play,Dark,Physical,95,100,TM
Frustration,Normal,Physical,0,100,TM
Giga Impact,Normal,Physical,150,90,TM
Growl,Normal,Status,0,100,Level
Hidden Power,Normal,Special,60,100,TM
High Horsepower,Ground,Physical,95,95,TM
Hone Claws,Dark,Status,0,0,TM
Hyper Beam,Normal,Special,150,90,TM
Mud Shot,Ground,Special,55,95,TM
Mud-Slap,Ground,Special,20,100,"Level, TM"
Night Slash,Dark,Physical,70,100,Level
Protect,Normal,Status,0,0,TM
Rest,Psychic,Status,0,0,TM
Return,Normal,Physical,0,100,TM
Reversal,Fighting,Physical,0,100,TM
Rock Blast,Rock,Physical,25,90,TM
Rock Slide,Rock,Physical,75,90,TM
Rock Smash,Fighting,Physical,40,100,TM
Rock Tomb,Rock,Physical,60,95,TM
Rototiller,Ground,Status,0,0,Level
Round,Normal,Special,60,100,TM
Sand Attack,Ground,Status,0,100,Level
Sand Tomb,Ground,Physical,35,85,"Level, TM"
Sandstorm,Rock,Status,0,0,"Level, TM"
Scorching Sands,Ground,Special,70,100,TM
Scratch,Normal,Physical,40,100,Level
Screech,Normal,Status,0,85,TM
Secret Power,Normal,Physical,70,100,TM
Shadow Claw,Ghost,Physical,70,100,TM
Slash,Normal,Physical,70,100,Level
Sleep Talk,Normal,Status,0,0,TM
Sludge Bomb,Poison,Special,90,100,TM
Sludge Wave,Poison,Special,95,100,TM
Smack Down,Rock,Physical,50,100,TM
Snore,Normal,Special,50,100,TM
Stealth Rock,Rock,Status,0,0,TM
Stomping Tantrum,Ground,Physical,75,100,TM
Stone Edge,Rock,Physical,100,80,TM
Substitute,Normal,Status,0,0,TM
Sucker Punch,Dark,Physical,70,100,Level
Sunny Day,Fire,Status,0,0,TM
Swagger,Normal,Status,0,85,TM
Swords Dance,Normal,Status,0,0,TM
Take Down,Normal,Physical,90,85,TM
Tera Blast,Normal,Special,80,100,TM
Thief,Dark,Physical,60,100,TM
Toxic,Poison,Status,0,90,TM
Tri Attack,Normal,Special,80,100,"Level, TM"
Uproar,Normal,Special,90,100,TM
Work Up,Normal,Status,0,0,TM
