Name,Type,Category,Power,Accuracy,Source
Absorb,Grass,Special,20,100,Level
Amnesia,Psychic,Status,0,0,TM
Attract,Normal,Status,0,100,TM
Bite,Dark,Physical,60,100,Level
Body Press,Fighting,Physical,80,100,TM
Body Slam,Normal,Physical,85,100,TM
Bulldoze,Ground,Physical,60,100,TM
Bullet Seed,Grass,Physical,25,100,TM
Confide,Normal,Status,0,0,TM
Crunch,Dark,Physical,80,100,"Level, TM"
Curse,Ghost,Status,0,0,"Level, TM"
Cut,Normal,Physical,50,95,TM
Double Team,Normal,Status,0,0,TM
Double-Edge,Normal,Physical,120,100,TM
Earth Power,Ground,Special,90,100,TM
Earthquake,Ground,Physical,100,100,"Level, TM"
Endure,Normal,Status,0,0,TM
Energy Ball,Grass,Special,90,100,TM
Facade,Normal,Physical,70,100,TM
Flash,Normal,Status,0,100,TM
Frenzy Plant,Grass,Special,150,90,TM
Frustration,Normal,Physical,0,100,TM
Giga Drain,Grass,Special,75,100,"Level, TM"
Giga Impact,Normal,Physical,150,90,TM
Grass Knot,Grass,Special,0,100,TM
Grass Pledge,Grass,Special,80,100,TM
Grassy Glide,Grass,Physical,55,100,TM
Grassy Terrain,Grass,Status,0,0,TM
Growth,Normal,Status,0,0,Level
Hard Press,Steel,Physical,0,100,TM
Headlong Rush,Ground,Physical,120,100,Level
Heavy Slam,Steel,Physical,0,100,TM
Hidden Power,Normal,Special,60,100,TM
High Horsepower,Ground,Physical,95,95,TM
Hyper Beam,Normal,Special,150,90,TM
Hyper Voice,Normal,Special,90,100,TM
Iron Defense,Steel,Status,0,0,TM
Iron Head,Steel,Physical,80,100,TM
Iron Tail,Steel,Physical,100,75,TM
Leaf Storm,Grass,Special,130,90,"Level, TM"
Leafage,Grass,Physical,40,100,Level
Leech Seed,Grass,Status,0,90,Level
Light Screen,Psychic,Status,0,0,TM
Magical Leaf,Grass,Special,60,0,TM
Mega Drain,Grass,Special,40,100,Level
Mud Shot,Ground,Special,55,95,TM
Mud-Slap,Ground,Special,20,100,TM
Nature Power,Normal,Status,0,0,TM
Outrage,Dragon,Physical,120,100,TM
Protect,Normal,Status,0,0,TM
Razor Leaf,Grass,Physical,55,95,Level
Reflect,Psychic,Status,0,0,TM
Rest,Psychic,Status,0,0,TM
Return,Normal,Physical,0,100,TM
Roar,Normal,Status,0,0,TM
Rock Blast,Rock,Physical,25,90,TM
Rock Climb,Normal,Physical,90,85,TM
Rock Polish,Rock,Status,0,0,TM
Rock Slide,Rock,Physical,75,90,TM
Rock Smash,Fighting,Physical,40,100,TM
Rock Tomb,Rock,Physical,60,95,TM
Round,Normal,Special,60,100,TM
Safeguard,Normal,Status,0,0,TM
Sand Tomb,Ground,Physical,35,85,TM
Sandstorm,Rock,Status,0,0,TM
Scary Face,Normal,Status,0,100,TM
Scorching Sands,Ground,Special,70,100,TM
Secret Power,Normal,Physical,70,100,TM
Seed Bomb,Grass,Physical,80,100,TM
Sleep Talk,Normal,Status,0,0,TM
Smack Down,Rock,Physical,50,100,TM
Snore,Normal,Special,50,100,TM
Solar Beam,Grass,Special,120,100,TM
Stealth Rock,Rock,Status,0,0,TM
Stomping Tantrum,Ground,Physical,75,100,TM
Stone Edge,Rock,Physical,100,80,TM
Strength,Normal,Physical,80,100,TM
Substitute,Normal,Status,0,0,TM
Sunny Day,Fire,Status,0,0,TM
Superpower,Fighting,Physical,120,100,TM
Swagger,Normal,Status,0,85,TM
Swords Dance,Normal,Status,0,0,TM
Synthesis,Grass,Status,0,0,"Level, TM"
Tackle,Normal,Physical,40,100,Level
Take Down,Normal,Physical,90,85,TM
Tera Blast,Normal,Special,80,100,TM
Toxic,Poison,Status,0,90,TM
Trailblaze,Grass,Physical,50,100,TM
Withdraw,Water,Status,0,0,Level
Wood Hammer,Grass,Physical,120,100,Level
Work Up,Normal,Status,0,0,TM
Worry Seed,Grass,Status,0,100,TM
Zen Headbutt,Psychic,Physical,80,90,TM
