Name,Type,Category,Power,Accuracy,Source
Absorb,Grass,Special,20,100,Level
Acid Spray,Poison,Special,40,100,TM
Agility,Psychic,Status,0,0,"Level, TM"
Attract,Normal,Status,0,100,TM
Baton Pass,Normal,Status,0,0,TM
Body Slam,Normal,Physical,85,100,TM
Bounce,Flying,Physical,85,85,TM
Bug Bite,Bug,Physical,60,100,"Level, TM"
Bug Buzz,Bug,Special,90,100,TM
Confide,Normal,Status,0,0,TM
Constrict,Normal,Physical,10,100,Level
Cross Poison,Poison,Physical,70,100,"Level, TM"
Curse,Ghost,Status,0,0,TM
Dig,Ground,Physical,80,100,TM
Double Team,Normal,Status,0,0,TM
Double-Edge,Normal,Physical,120,100,TM
Electroweb,Electric,Special,55,95,TM
Endure,Normal,Status,0,0,TM
Facade,Normal,Physical,70,100,TM
Fell Stinger,Bug,Physical,50,100,Level
Flash,Normal,Status,0,100,TM
Focus Energy,Normal,Status,0,0,"Level, TM"
Foul Play,Dark,Physical,95,100,TM
Frustration,Normal,Physical,0,100,TM
Fury Swipes,Normal,Physical,18,80,Level
Giga Drain,Grass,Special,75,100,TM
Giga Impact,Normal,Physical,150,90,TM
Hex,Ghost,Special,65,100,TM
Hidden Power,Normal,Special,60,100,TM
Hone Claws,Dark,Status,0,0,TM
Hyper Beam,Normal,Special,150,90,TM
Infestation,Bug,Special,20,100,"Level, TM"
Knock Off,Dark,Physical,65,100,TM
Leech Life,Bug,Physical,80,100,TM
Lunge,Bug,Physical,80,100,TM
Megahorn,Bug,Physical,120,85,TM
Night Shade,Ghost,Special,0,100,"Level, TM"
Pin Missile,Bug,Physical,25,95,"Level, TM"
Poison Jab,Poison,Physical,80,100,"Level, TM"
Poison Sting,Poison,Physical,15,100,Level
Pounce,Bug,Physical,50,100,TM
Protect,Normal,Status,0,0,TM
Psychic,Psychic,Special,90,100,"Level, TM"
Rest,Psychic,Status,0,0,TM
Return,Normal,Physical,0,100,TM
Round,Normal,Special,60,100,TM
Scary Face,Normal,Status,0,100,"Level, TM"
Screech,Normal,Status,0,85,TM
Secret Power,Normal,Physical,70,100,TM
Shadow Sneak,Ghost,Physical,40,100,Level
Signal Beam,Bug,Special,75,100,TM
Skitter Smack,Bug,Physical,70,90,TM
Sleep Talk,Normal,Status,0,0,TM
Sludge Bomb,Poison,Special,90,100,TM
Sludge Wave,Poison,Special,95,100,TM
Smart Strike,Steel,Physical,70,0,TM
Snore,Normal,Special,50,100,TM
Solar Beam,Grass,Special,120,100,TM
Spite,Ghost,Status,0,100,TM
Sticky Web,Bug,Status,0,0,Level
Stomping Tantrum,Ground,Physical,75,100,TM
String Shot,Bug,Status,0,95,Level
Struggle Bug,Bug,Special,50,100,TM
Substitute,Normal,Status,0,0,TM
Sucker Punch,Dark,Physical,70,100,Level
Sunny Day,Fire,Status,0,0,TM
Swagger,Normal,Status,0,85,TM
Swords Dance,Normal,Status,0,0,"Level, TM"
Tera Blast,Normal,Special,80,100,TM
Thief,Dark,Physical,60,100,TM
Throat Chop,Dark,Physical,80,100,TM
Toxic,Poison,Status,0,90,TM
Toxic Spikes,Poison,Status,0,0,TM
Toxic Thread,Poison,Status,0,100,Level
Trailblaze,Grass,Physical,50,100,TM
Venoshock,Poison,Special,65,100,TM
X-Scissor,Bug,Physical,80,100,TM
Attack Order,Bug,Physical,90,100,Egg
