Name,Type,Category,Power,Accuracy,Source
Attract,Normal,Status,0,100,TM
Aurora Veil,Ice,Status,0,0,TM
Avalanche,Ice,Physical,60,100,"Level, TM"
Bite,Dark,Physical,60,100,Level
Blizzard,Ice,Special,110,70,"Level, TM"
Body Press,Fighting,Physical,80,100,TM
Body Slam,Normal,Physical,85,100,"Level, TM"
Bulldoze,Ground,Physical,60,100,TM
Chilling Water,Water,Special,50,100,TM
Confide,Normal,Status,0,0,TM
Crunch,Dark,Physical,80,100,"Level, TM"
Curse,Ghost,Status,0,0,"Level, TM"
Double Team,Normal,Status,0,0,TM
Double-Edge,Normal,Physical,120,100,"Level, TM"
Earthquake,Ground,Physical,100,100,TM
Endure,Normal,Status,0,0,TM
Facade,Normal,Physical,70,100,TM
Flash,Normal,Status,0,100,TM
Flash Cannon,Steel,Special,80,100,TM
Frost Breath,Ice,Special,60,90,TM
Frustration,Normal,Physical,0,100,TM
Giga Impact,Normal,Physical,150,90,TM
Gyro Ball,Steel,Physical,0,100,TM
Hail,Ice,Status,0,0,TM
Harden,Normal,Status,0,0,Level
Heavy Slam,Steel,Physical,0,100,TM
Hidden Power,Normal,Special,60,100,TM
High Horsepower,Ground,Physical,95,95,TM
Hydro Pump,Water,Special,110,80,TM
Hyper Beam,Normal,Special,150,90,TM
Ice Beam,Ice,Special,90,100,TM
Ice Fang,Ice,Physical,65,95,"Level, TM"
Ice Spinner,Ice,Physical,80,100,TM
Icicle Crash,Ice,Physical,85,90,Level
Icicle Spear,Ice,Physical,25,100,TM
Icy Wind,Ice,Special,55,95,"Level, TM"
Iron Defense,Steel,Status,0,0,"Level, TM"
Iron Head,Steel,Physical,80,100,TM
Powder Snow,Ice,Special,40,100,Level
Protect,Normal,Status,0,0,"Level, TM"
Rain Dance,Water,Status,0,0,TM
Rapid Spin,Normal,Physical,50,100,Level
Recover,Normal,Status,0,0,Level
Rest,Psychic,Status,0,0,TM
Return,Normal,Physical,0,100,TM
Roar,Normal,Status,0,0,TM
Rock Polish,Rock,Status,0,0,TM
Rock Slide,Rock,Physical,75,90,TM
Rock Smash,Fighting,Physical,40,100,TM
Rock Tomb,Rock,Physical,60,95,TM
Round,Normal,Special,60,100,TM
Safeguard,Normal,Status,0,0,TM
Scary Face,Normal,Status,0,100,TM
Secret Power,Normal,Physical,70,100,TM
Sleep Talk,Normal,Status,0,0,TM
Snore,Normal,Special,50,100,TM
Snowscape,Ice,Status,0,0,TM
Stomping Tantrum,Ground,Physical,75,100,TM
Stone Edge,Rock,Physical,100,80,TM
Strength,Normal,Physical,80,100,TM
Substitute,Normal,Status,0,0,TM
Superpower,Fighting,Physical,120,100,TM
Surf,Water,Special,90,100,TM
Swagger,Normal,Status,0,85,TM
Tackle,Normal,Physical,40,100,Level
Take Down,Normal,Physical,90,85,"Level, TM"
Tera Blast,Normal,Special,80,100,TM
Toxic,Poison,Status,0,90,TM
Water Pulse,Water,Special,60,100,TM
Wide Guard,Rock,Status,0,0,Level
