Name,Type,Category,Power,Accuracy,Source
Acrobatics,Flying,Physical,55,100,TM
Aromatic Mist,Fairy,Status,0,0,Level
Attract,Normal,Status,0,100,TM
Bounce,Flying,Physical,85,85,TM
Bullet Seed,Grass,Physical,25,100,TM
Charm,Fairy,Status,0,100,TM
Confide,Normal,Status,0,0,TM
Covet,Normal,Physical,60,100,TM
Dazzling Gleam,Fairy,Special,80,100,TM
Double Team,Normal,Status,0,0,TM
Draining Kiss,Fairy,Special,50,100,TM
Endeavor,Normal,Physical,0,100,TM
Endure,Normal,Status,0,0,TM
Energy Ball,Grass,Special,90,100,TM
Facade,Normal,Physical,70,100,TM
Flail,Normal,Physical,0,100,Level
Fling,Dark,Physical,0,100,TM
Frustration,Normal,Physical,0,100,TM
Giga Drain,Grass,Special,75,100,TM
Giga Impact,Normal,Physical,150,90,TM
Grass Knot,Grass,Special,0,100,TM
Grassy Glide,Grass,Physical,55,100,TM
Grassy Terrain,Grass,Status,0,0,TM
Helping Hand,Normal,Status,0,0,TM
Hidden Power,Normal,Special,60,100,TM
High Jump Kick,Fighting,Physical,130,90,Level
Hyper Beam,Normal,Special,150,90,TM
Knock Off,Dark,Physical,65,100,TM
Leaf Storm,Grass,Special,130,90,"Level, TM"
Leafage,Grass,Physical,40,100,Level
Light Screen,Psychic,Status,0,0,TM
Low Kick,Fighting,Physical,0,100,TM
Low Sweep,Fighting,Physical,65,100,TM
Magical Leaf,Grass,Special,60,0,"Level, TM"
Mega Kick,Normal,Physical,120,75,TM
Nature Power,Normal,Status,0,0,TM
Payback,Dark,Physical,50,100,TM
Petal Blizzard,Grass,Physical,90,100,TM
Play Nice,Normal,Status,0,0,Level
Play Rough,Fairy,Physical,90,90,TM
Power Whip,Grass,Physical,120,85,"Level, TM"
Protect,Normal,Status,0,0,TM
Punishment,Dark,Physical,0,100,Level
Rapid Spin,Normal,Physical,50,100,Level
Razor Leaf,Grass,Physical,55,95,Level
Reflect,Psychic,Status,0,0,TM
Rest,Psychic,Status,0,0,TM
Return,Normal,Physical,0,100,TM
Round,Normal,Special,60,100,TM
Safeguard,Normal,Status,0,0,TM
Secret Power,Normal,Physical,70,100,TM
Seed Bomb,Grass,Physical,80,100,TM
Sleep Talk,Normal,Status,0,0,TM
Snore,Normal,Special,50,100,TM
Solar Beam,Grass,Special,120,100,TM
Solar Blade,Grass,Physical,125,100,TM
Splash,Normal,Status,0,0,Level
Stomp,Normal,Physical,65,100,Level
Substitute,Normal,Status,0,0,TM
Sunny Day,Fire,Status,0,0,TM
Swagger,Normal,Status,0,85,"Level, TM"
Sweet Scent,Normal,Status,0,100,Level
Swift,Normal,Special,60,0,TM
Synthesis,Grass,Status,0,0,TM
Take Down,Normal,Physical,90,85,TM
Taunt,Dark,Status,0,100,TM
Teeter Dance,Normal,Status,0,100,Level
Tera Blast,Normal,Special,80,100,TM
Toxic,Poison,Status,0,90,TM
Trailblaze,Grass,Physical,50,100,TM
Triple Axel,Ice,Physical,20,90,TM
Trop Kick,Grass,Physical,70,100,Level
U-Turn,Bug,Physical,70,100,TM
Worry Seed,Grass,Status,0,100,TM
Zen Headbutt,Psychic,Physical,80,90,TM
