Name,Type,Category,Power,Accuracy,Source
Acrobatics,Flying,Physical,55,100,TM
Aerial Ace,Flying,Physical,60,0,TM
Agility,Psychic,Status,0,0,TM
Attract,Normal,Status,0,100,TM
Aura Sphere,Fighting,Special,80,0,TM
Bite,Dark,Physical,60,100,Level
Brick Break,Fighting,Physical,75,100,TM
Bullet Seed,Grass,Physical,25,100,TM
Charm,Fairy,Status,0,100,TM
Chilling Water,Water,Special,50,100,TM
Dark Pulse,Dark,Special,80,100,TM
Disarming Voice,Fairy,Special,40,0,TM
Double Team,Normal,Status,0,0,"Level, TM"
Endure,Normal,Status,0,0,TM
Energy Ball,Grass,Special,90,100,"Level, TM"
Facade,Normal,Physical,70,100,TM
Fake Tears,Dark,Status,0,100,TM
Fling,Dark,Physical,0,100,TM
Flower Trick,Grass,Physical,70,0,Level
Foul Play,Dark,Physical,95,100,TM
Frenzy Plant,Grass,Special,150,90,TM
Frustration,Normal,Physical,0,100,TM
Giga Drain,Grass,Special,75,100,TM
Giga Impact,Normal,Physical,150,90,TM
Grass Knot,Grass,Special,0,100,TM
Grass Pledge,Grass,Special,80,100,TM
Grassy Glide,Grass,Physical,55,100,TM
Grassy Terrain,Grass,Status,0,0,"Level, TM"
Helping Hand,Normal,Status,0,0,TM
Hidden Power,Normal,Special,60,100,TM
Hone Claws,Dark,Status,0,0,"Level, TM"
Hyper Beam,Normal,Special,150,90,TM
Knock Off,Dark,Physical,65,100,"Level, TM"
Lash Out,Dark,Physical,75,100,TM
Leaf Storm,Grass,Special,130,90,"Level, TM"
Leafage,Grass,Physical,40,100,Level
Low Kick,Fighting,Physical,0,100,TM
Low Sweep,Fighting,Physical,65,100,TM
Magical Leaf,Grass,Special,60,0,"Level, TM"
Mud-Slap,Ground,Special,20,100,TM
Nasty Plot,Dark,Status,0,0,TM
Night Slash,Dark,Physical,70,100,Level
Petal Blizzard,Grass,Physical,90,100,TM
Play Rough,Fairy,Physical,90,90,"Level, TM"
Pollen Puff,Bug,Special,90,100,TM
Power Gem,Rock,Special,80,100,TM
Protect,Normal,Status,0,0,TM
Quick Attack,Normal,Physical,40,100,Level
Rest,Psychic,Status,0,0,TM
Return,Normal,Physical,0,100,TM
Scratch,Normal,Physical,40,100,Level
Secret Power,Normal,Physical,70,100,TM
Seed Bomb,Grass,Physical,80,100,"Level, TM"
Shadow Ball,Ghost,Special,80,100,TM
Shadow Claw,Ghost,Physical,70,100,TM
Skill Swap,Psychic,Status,0,0,TM
Slash,Normal,Physical,70,100,Level
Sleep Talk,Normal,Status,0,0,TM
Solar Beam,Grass,Special,120,100,TM
Spikes,Ground,Status,0,0,TM
Substitute,Normal,Status,0,0,TM
Swift,Normal,Special,60,0,TM
Tail Whip,Normal,Status,0,100,Level
Take Down,Normal,Physical,90,85,TM
Taunt,Dark,Status,0,100,TM
Tera Blast,Normal,Special,80,100,TM
Thief,Dark,Physical,60,100,TM
Thunder Punch,Electric,Physical,75,100,TM
Toxic Spikes,Poison,Status,0,0,TM
Trailblaze,Grass,Physical,50,100,TM
Trick,Psychic,Status,0,100,"Level, TM"
Trick Room,Psychic,Status,0,0,TM
Triple Axel,Ice,Physical,20,90,TM
U-Turn,Bug,Physical,70,100,"Level, TM"
Worry Seed,Grass,Status,0,100,"Level, TM"
