Name,Type,Category,Power,Accuracy,Source
Ally Switch,Psychic,Status,0,0,TM
Amnesia,Psychic,Status,0,0,TM
Attract,Normal,Status,0,100,TM
Calm Mind,Psychic,Status,0,0,"Level, TM"
Charge Beam,Electric,Special,50,90,TM
Confide,Normal,Status,0,0,TM
Dazzling Gleam,Fairy,Special,80,100,TM
Defense Curl,Normal,Status,0,0,Level
Double Team,Normal,Status,0,0,TM
Dream Eater,Psychic,Special,100,100,"Level, TM"
Endure,Normal,Status,0,0,TM
Energy Ball,Grass,Special,90,100,TM
Expanding Force,Psychic,Special,80,100,TM
Facade,Normal,Physical,70,100,TM
Flash,Normal,Status,0,100,TM
Frustration,Normal,Physical,0,100,TM
Future Sight,Psychic,Special,120,100,"Level, TM"
Giga Impact,Normal,Physical,150,90,TM
Gravity,Psychic,Status,0,0,TM
Guard Swap,Psychic,Status,0,0,TM
Gyro Ball,Steel,Physical,0,100,TM
Heal Bell,Normal,Status,0,0,TM
Helping Hand,Normal,Status,0,0,TM
Hidden Power,Normal,Special,60,100,TM
Hyper Beam,Normal,Special,150,90,TM
Hypnosis,Psychic,Status,0,60,Level
Imprison,Psychic,Status,0,100,"Level, TM"
Light Screen,Psychic,Status,0,0,TM
Lucky Chant,Normal,Status,0,0,Level
Magic Coat,Psychic,Status,0,0,Level
Misty Explosion,Fairy,Special,100,100,TM
Moonblast,Fairy,Special,95,100,Level
Moonlight,Fairy,Status,0,0,Level
Pain Split,Normal,Status,0,0,TM
Power Swap,Psychic,Status,0,0,TM
Protect,Normal,Status,0,0,TM
Psybeam,Psychic,Special,65,100,"Level, TM"
Psych Up,Normal,Status,0,0,TM
Psychic,Psychic,Special,90,100,"Level, TM"
Psychic Terrain,Psychic,Status,0,0,"Level, TM"
Psyshock,Psychic,Special,80,100,TM
Psywave,Psychic,Special,0,100,Level
Rain Dance,Water,Status,0,0,TM
Reflect,Psychic,Status,0,0,TM
Rest,Psychic,Status,0,0,TM
Return,Normal,Physical,0,100,TM
Rock Slide,Rock,Physical,75,90,TM
Rock Tomb,Rock,Physical,60,95,TM
Round,Normal,Special,60,100,TM
Safeguard,Normal,Status,0,0,TM
Secret Power,Normal,Physical,70,100,TM
Shadow Ball,Ghost,Special,80,100,TM
Signal Beam,Bug,Special,75,100,TM
Skill Swap,Psychic,Status,0,0,TM
Sleep Talk,Normal,Status,0,0,TM
Snore,Normal,Special,50,100,TM
Stored Power,Psychic,Special,20,100,"Level, TM"
Substitute,Normal,Status,0,0,TM
Swagger,Normal,Status,0,85,TM
Swift,Normal,Special,60,0,TM
Tera Blast,Normal,Special,80,100,TM
Thunder Wave,Electric,Status,0,90,TM
Torment,Dark,Status,0,100,TM
Toxic,Poison,Status,0,90,TM
Trick,Psychic,Status,0,100,TM
Trick Room,Psychic,Status,0,0,TM
Wonder Room,Psychic,Status,0,0,"Level, TM"
Worry Seed,Grass,Status,0,100,TM
Yawn,Normal,Status,0,0,Level
Zen Headbutt,Psychic,Physical,80,90,"Level, TM"
