Name,Type,Category,Power,Accuracy,Source
Astonish,Ghost,Physical,30,100,Level
Attract,Normal,Status,0,100,TM
Calm Mind,Psychic,Status,0,0,TM
Confide,Normal,Status,0,0,TM
Covet,Normal,Physical,60,100,TM
Cut,Normal,Physical,50,95,TM
Dazzling Gleam,Fairy,Special,80,100,TM
Defog,Flying,Status,0,0,TM
Double Team,Normal,Status,0,0,TM
Draining Kiss,Fairy,Special,50,100,"Level, TM"
Endure,Normal,Status,0,0,TM
Facade,Normal,Physical,70,100,TM
Fairy Lock,Fairy,Status,0,0,Level
Fairy Wind,Fairy,Special,40,100,Level
Flash Cannon,Steel,Special,80,100,"Level, TM"
Foul Play,Dark,Physical,95,100,"Level, TM"
Frustration,Normal,Physical,0,100,TM
Giga Impact,Normal,Physical,150,90,TM
Heal Block,Psychic,Status,0,100,Level
Hidden Power,Normal,Special,60,100,TM
Hyper Beam,Normal,Special,150,90,TM
Imprison,Psychic,Status,0,100,"Level, TM"
Iron Defense,Steel,Status,0,0,TM
Last Resort,Normal,Physical,140,100,Level
Light Screen,Psychic,Status,0,0,TM
Magic Room,Psychic,Status,0,0,"Level, TM"
Metal Sound,Steel,Status,0,85,"Level, TM"
Misty Terrain,Fairy,Status,0,0,TM
Play Rough,Fairy,Physical,90,90,"Level, TM"
Protect,Normal,Status,0,0,TM
Psych Up,Normal,Status,0,0,TM
Psychic,Psychic,Special,90,100,TM
Psyshock,Psychic,Special,80,100,TM
Rain Dance,Water,Status,0,0,TM
Recycle,Normal,Status,0,0,"Level, TM"
Reflect,Psychic,Status,0,0,TM
Rest,Psychic,Status,0,0,TM
Return,Normal,Physical,0,100,TM
Round,Normal,Special,60,100,TM
Safeguard,Normal,Status,0,0,TM
Sandstorm,Rock,Status,0,0,TM
Secret Power,Normal,Physical,70,100,TM
Skitter Smack,Bug,Physical,70,90,TM
Sleep Talk,Normal,Status,0,0,TM
Snore,Normal,Special,50,100,TM
Spikes,Ground,Status,0,0,TM
Steel Beam,Steel,Special,140,95,TM
Stored Power,Psychic,Special,20,100,TM
Substitute,Normal,Status,0,0,TM
Sunny Day,Fire,Status,0,0,TM
Swagger,Normal,Status,0,85,TM
Swift,Normal,Special,60,0,TM
Tackle,Normal,Physical,40,100,Level
Tera Blast,Normal,Special,80,100,TM
Thief,Dark,Physical,60,100,TM
Thunder Wave,Electric,Status,0,90,TM
Torment,Dark,Status,0,100,"Level, TM"
Toxic,Poison,Status,0,90,TM
Trick Room,Psychic,Status,0,0,TM
