Name,Type,Category,Power,Accuracy,Source
Aerial Ace,Flying,Physical,60,0,TM
Agility,Psychic,Status,0,0,TM
Attract,Normal,Status,0,100,TM
Aura Sphere,Fighting,Special,80,0,"Level, TM"
Blaze Kick,Fire,Physical,85,90,TM
Body Slam,Normal,Physical,85,100,TM
Bone Rush,Ground,Physical,25,90,Level
Brick Break,Fighting,Physical,75,100,TM
Bulk Up,Fighting,Status,0,0,TM
Bulldoze,Ground,Physical,60,100,TM
Calm Mind,Psychic,Status,0,0,"Level, TM"
Close Combat,Fighting,Physical,120,100,"Level, TM"
Coaching,Fighting,Status,0,0,TM
Confide,Normal,Status,0,0,TM
Copycat,Normal,Status,0,0,Level
Counter,Fighting,Physical,0,100,"Level, TM"
Crunch,Dark,Physical,80,100,TM
Dark Pulse,Dark,Special,80,100,TM
Detect,Fighting,Status,0,0,Level
Dig,Ground,Physical,80,100,TM
Double Team,Normal,Status,0,0,TM
Dragon Pulse,Dragon,Special,85,100,"Level, TM"
Drain Punch,Fighting,Physical,75,100,TM
Earthquake,Ground,Physical,100,100,TM
Endure,Normal,Status,0,0,"Level, TM"
Extreme Speed,Normal,Physical,80,100,Level
Facade,Normal,Physical,70,100,TM
Feint,Normal,Physical,30,100,Level
Final Gambit,Fighting,Special,0,100,Level
Flash Cannon,Steel,Special,80,100,TM
Fling,Dark,Physical,0,100,TM
Focus Blast,Fighting,Special,120,70,TM
Focus Energy,Normal,Status,0,0,TM
Focus Punch,Fighting,Physical,150,100,TM
Force Palm,Fighting,Physical,60,100,Level
Frustration,Normal,Physical,0,100,TM
Giga Impact,Normal,Physical,150,90,TM
Heal Pulse,Psychic,Status,0,0,Level
Helping Hand,Normal,Status,0,0,"Level, TM"
Hidden Power,Normal,Special,60,100,TM
Hone Claws,Dark,Status,0,0,TM
Hyper Beam,Normal,Special,150,90,TM
Ice Punch,Ice,Physical,75,100,TM
Iron Defense,Steel,Status,0,0,TM
Iron Tail,Steel,Physical,100,75,TM
Life Dew,Water,Status,0,0,Level
Low Kick,Fighting,Physical,0,100,TM
Low Sweep,Fighting,Physical,65,100,TM
Mega Kick,Normal,Physical,120,75,TM
Mega Punch,Normal,Physical,80,85,TM
Metal Claw,Steel,Physical,50,95,"Level, TM"
Metal Sound,Steel,Status,0,85,"Level, TM"
Meteor Mash,Steel,Physical,90,90,Level
Metronome,Normal,Status,0,0,TM
Mud-Slap,Ground,Special,20,100,TM
Nasty Plot,Dark,Status,0,0,TM
Payback,Dark,Physical,50,100,TM
Poison Jab,Poison,Physical,80,100,TM
Power-Up Punch,Fighting,Physical,40,100,TM
Protect,Normal,Status,0,0,TM
Psychic,Psychic,Special,90,100,TM
Quick Attack,Normal,Physical,40,100,Level
Quick Guard,Fighting,Status,0,0,Level
Rain Dance,Water,Status,0,0,TM
Rest,Psychic,Status,0,0,TM
Retaliate,Normal,Physical,70,100,TM
Return,Normal,Physical,0,100,TM
Revenge,Fighting,Physical,60,100,TM
Reversal,Fighting,Physical,0,100,"Level, TM"
Roar,Normal,Status,0,0,TM
Rock Climb,Normal,Physical,90,85,TM
Rock Slide,Rock,Physical,75,90,TM
Rock Smash,Fighting,Physical,40,100,"Level, TM"
Rock Tomb,Rock,Physical,60,95,TM
Round,Normal,Special,60,100,TM
Scary Face,Normal,Status,0,100,TM
Screech,Normal,Status,0,85,"Level, TM"
Secret Power,Normal,Physical,70,100,TM
Shadow Ball,Ghost,Special,80,100,TM
Shadow Claw,Ghost,Physical,70,100,TM
Sleep Talk,Normal,Status,0,0,TM
Snore,Normal,Special,50,100,TM
Steel Beam,Steel,Special,140,95,TM
Stone Edge,Rock,Physical,100,80,TM
Strength,Normal,Physical,80,100,TM
Substitute,Normal,Status,0,0,TM
Sunny Day,Fire,Status,0,0,TM
Swagger,Normal,Status,0,85,TM
Swift,Normal,Special,60,0,TM
Swords Dance,Normal,Status,0,0,"Level, TM"
Take Down,Normal,Physical,90,85,TM
Tera Blast,Normal,Special,80,100,TM
Terrain Pulse,Normal,Special,50,100,TM
Thunder Punch,Electric,Physical,75,100,TM
Toxic,Poison,Status,0,90,TM
Trailblaze,Grass,Physical,50,100,TM
Upper Hand,Fighting,Physical,65,100,TM
Vacuum Wave,Fighting,Special,40,100,"Level, TM"
Water Pulse,Water,Special,60,100,TM
Work Up,Normal,Status,0,0,"Level, TM"
Zen Headbutt,Psychic,Physical,80,90,TM
