Name,Type,Category,Power,Accuracy,Source
Aerial Ace,Flying,Physical,60,0,TM
Agility,Psychic,Status,0,0,"Level, TM"
Assurance,Dark,Physical,60,100,"Level, TM"
Astonish,Ghost,Physical,30,100,Level
Attract,Normal,Status,0,100,TM
Axe Kick,Fighting,Physical,120,90,Level
Bounce,Flying,Physical,85,85,"Level, TM"
Brick Break,Fighting,Physical,75,100,TM
Bug Bite,Bug,Physical,60,100,"Level, TM"
Bug Buzz,Bug,Special,90,100,TM
Counter,Fighting,Physical,0,100,TM
Dark Pulse,Dark,Special,80,100,TM
Detect,Fighting,Status,0,0,Level
Double Kick,Fighting,Physical,30,100,Level
Double Team,Normal,Status,0,0,TM
Double-Edge,Normal,Physical,120,100,TM
Endure,Normal,Status,0,0,"Level, TM"
Facade,Normal,Physical,70,100,TM
Feint,Normal,Physical,30,100,Level
First Impression,Bug,Physical,90,100,Level
Fling,Dark,Physical,0,100,TM
Frustration,Normal,Physical,0,100,TM
Giga Impact,Normal,Physical,150,90,TM
Hidden Power,Normal,Special,60,100,TM
Knock Off,Dark,Physical,65,100,TM
Lash Out,Dark,Physical,75,100,TM
Leech Life,Bug,Physical,80,100,TM
Leer,Normal,Status,0,100,Level
Low Kick,Fighting,Physical,0,100,"Level, TM"
Low Sweep,Fighting,Physical,65,100,TM
Lunge,Bug,Physical,80,100,"Level, TM"
Pounce,Bug,Physical,50,100,TM
Protect,Normal,Status,0,0,TM
Rain Dance,Water,Status,0,0,TM
Rest,Psychic,Status,0,0,TM
Return,Normal,Physical,0,100,TM
Reversal,Fighting,Physical,0,100,TM
Scary Face,Normal,Status,0,100,TM
Screech,Normal,Status,0,85,"Level, TM"
Secret Power,Normal,Physical,70,100,TM
Skitter Smack,Bug,Physical,70,90,TM
Sleep Talk,Normal,Status,0,0,TM
Spite,Ghost,Status,0,100,TM
Struggle Bug,Bug,Special,50,100,"Level, TM"
Substitute,Normal,Status,0,0,TM
Sucker Punch,Dark,Physical,70,100,Level
Sunny Day,Fire,Status,0,0,TM
Swords Dance,Normal,Status,0,0,TM
Tackle,Normal,Physical,40,100,Level
Take Down,Normal,Physical,90,85,TM
Taunt,Dark,Status,0,100,TM
Tera Blast,Normal,Special,80,100,TM
Thief,Dark,Physical,60,100,TM
Throat Chop,Dark,Physical,80,100,"Level, TM"
Trailblaze,Grass,Physical,50,100,TM
U-Turn,Bug,Physical,70,100,TM
X-Scissor,Bug,Physical,80,100,TM
