Name,Type,Category,Power,Accuracy,Source
Agility,Psychic,Status,0,0,TM
Ally Switch,Psychic,Status,0,0,TM
Amnesia,Psychic,Status,0,0,TM
Attract,Normal,Status,0,100,TM
Blizzard,Ice,Special,110,70,TM
Body Slam,Normal,Physical,85,100,TM
Brick Break,Fighting,Physical,75,100,TM
Brine,Water,Special,65,100,TM
Brutal Swing,Dark,Physical,60,100,TM
Bubble Beam,Water,Special,65,100,Level
Confide,Normal,Status,0,0,TM
Crabhammer,Water,Physical,100,90,Level
Curse,Ghost,Status,0,0,TM
Cut,Normal,Physical,50,95,TM
Dig,Ground,Physical,80,100,TM
Dive,Water,Physical,80,100,TM
Double Team,Normal,Status,0,0,TM
Double-Edge,Normal,Physical,120,100,TM
Endure,Normal,Status,0,0,TM
Facade,Normal,Physical,70,100,TM
False Swipe,Normal,Physical,40,100,TM
Flail,Normal,Physical,0,100,Level
Fling,Dark,Physical,0,100,TM
Frustration,Normal,Physical,0,100,TM
Giga Impact,Normal,Physical,150,90,TM
Guillotine,Normal,Physical,200,30,Level
Hail,Ice,Status,0,0,TM
Hammer Arm,Fighting,Physical,100,90,Level
Harden,Normal,Status,0,0,Level
Haze,Ice,Status,0,0,TM
Hidden Power,Normal,Special,60,100,TM
High Horsepower,Ground,Physical,95,95,TM
Hone Claws,Dark,Status,0,0,TM
Hydro Pump,Water,Special,110,80,TM
Hyper Beam,Normal,Special,150,90,TM
Ice Beam,Ice,Special,90,100,TM
Icy Wind,Ice,Special,55,95,TM
Iron Defense,Steel,Status,0,0,TM
Knock Off,Dark,Physical,65,100,TM
Leer,Normal,Status,0,100,Level
Liquidation,Water,Physical,85,100,TM
Metal Claw,Steel,Physical,50,95,"Level, TM"
Mud Shot,Ground,Special,55,95,"Level, TM"
Mud Sport,Ground,Status,0,0,Level
Mud-Slap,Ground,Special,20,100,TM
Protect,Normal,Status,0,0,"Level, TM"
Quash,Dark,Status,0,100,TM
Rain Dance,Water,Status,0,0,TM
Razor Shell,Water,Physical,75,95,"Level, TM"
Rest,Psychic,Status,0,0,TM
Return,Normal,Physical,0,100,TM
Rock Slide,Rock,Physical,75,90,TM
Rock Smash,Fighting,Physical,40,100,TM
Rock Tomb,Rock,Physical,60,95,TM
Round,Normal,Special,60,100,TM
Scald,Water,Special,80,100,TM
Secret Power,Normal,Physical,70,100,TM
Slam,Normal,Physical,80,75,Level
Sleep Talk,Normal,Status,0,0,TM
Snore,Normal,Special,50,100,TM
Stomp,Normal,Physical,65,100,Level
Stomping Tantrum,Ground,Physical,75,100,TM
Strength,Normal,Physical,80,100,TM
Substitute,Normal,Status,0,0,TM
Superpower,Fighting,Physical,120,100,TM
Surf,Water,Special,90,100,TM
Swagger,Normal,Status,0,85,TM
Swords Dance,Normal,Status,0,0,"Level, TM"
Take Down,Normal,Physical,90,85,TM
Tera Blast,Normal,Special,80,100,TM
Thief,Dark,Physical,60,100,TM
Toxic,Poison,Status,0,90,TM
Water Gun,Water,Special,40,100,Level
Water Pulse,Water,Special,60,100,TM
Whirlpool,Water,Special,35,85,TM
Wide Guard,Rock,Status,0,0,Level
X-Scissor,Bug,Physical,80,100,TM
