Name,Type,Category,Power,Accuracy,Source
Amnesia,Psychic,Status,0,0,"Level, TM"
Ancient Power,Rock,Special,60,100,Level
Attract,Normal,Status,0,100,TM
Avalanche,Ice,Physical,60,100,TM
Blizzard,Ice,Special,110,70,"Level, TM"
Body Press,Fighting,Physical,80,100,TM
Body Slam,Normal,Physical,85,100,TM
Bulldoze,Ground,Physical,60,100,TM
Charm,Fairy,Status,0,100,TM
Confide,Normal,Status,0,0,TM
Curse,Ghost,Status,0,0,TM
Dig,Ground,Physical,80,100,TM
Double Hit,Normal,Physical,35,90,Level
Double Team,Normal,Status,0,0,TM
Double-Edge,Normal,Physical,120,100,TM
Earth Power,Ground,Special,90,100,TM
Earthquake,Ground,Physical,100,100,"Level, TM"
Endeavor,Normal,Physical,0,100,TM
Endure,Normal,Status,0,0,"Level, TM"
Facade,Normal,Physical,70,100,TM
Flail,Normal,Physical,0,100,Level
Frustration,Normal,Physical,0,100,TM
Giga Impact,Normal,Physical,150,90,TM
Hail,Ice,Status,0,0,TM
Hard Press,Steel,Physical,0,100,TM
Haze,Ice,Status,0,0,TM
Heavy Slam,Steel,Physical,0,100,TM
Hidden Power,Normal,Special,60,100,TM
High Horsepower,Ground,Physical,95,95,TM
Hyper Beam,Normal,Special,150,90,TM
Ice Beam,Ice,Special,90,100,TM
Ice Fang,Ice,Physical,65,95,"Level, TM"
Ice Shard,Ice,Physical,40,100,Level
Icicle Spear,Ice,Physical,25,100,TM
Icy Wind,Ice,Special,55,95,"Level, TM"
Iron Head,Steel,Physical,80,100,TM
Knock Off,Dark,Physical,65,100,TM
Light Screen,Psychic,Status,0,0,TM
Mist,Ice,Status,0,0,Level
Mud Shot,Ground,Special,55,95,TM
Mud-Slap,Ground,Special,20,100,"Level, TM"
Odor Sleuth,Normal,Status,0,0,Level
Powder Snow,Ice,Special,40,100,Level
Protect,Normal,Status,0,0,TM
Rain Dance,Water,Status,0,0,TM
Reflect,Psychic,Status,0,0,TM
Rest,Psychic,Status,0,0,TM
Return,Normal,Physical,0,100,TM
Reversal,Fighting,Physical,0,100,TM
Roar,Normal,Status,0,0,TM
Rock Blast,Rock,Physical,25,90,TM
Rock Climb,Normal,Physical,90,85,TM
Rock Slide,Rock,Physical,75,90,TM
Rock Smash,Fighting,Physical,40,100,TM
Rock Tomb,Rock,Physical,60,95,TM
Round,Normal,Special,60,100,TM
Sand Tomb,Ground,Physical,35,85,TM
Sandstorm,Rock,Status,0,0,TM
Scary Face,Normal,Status,0,100,TM
Secret Power,Normal,Physical,70,100,TM
Sleep Talk,Normal,Status,0,0,TM
Smack Down,Rock,Physical,50,100,TM
Snore,Normal,Special,50,100,TM
Snowscape,Ice,Status,0,0,TM
Stealth Rock,Rock,Status,0,0,TM
Stomping Tantrum,Ground,Physical,75,100,TM
Stone Edge,Rock,Physical,100,80,TM
Strength,Normal,Physical,80,100,TM
Substitute,Normal,Status,0,0,TM
Superpower,Fighting,Physical,120,100,TM
Swagger,Normal,Status,0,85,TM
Tackle,Normal,Physical,40,100,Level
Take Down,Normal,Physical,90,85,"Level, TM"
Tera Blast,Normal,Special,80,100,TM
Thrash,Normal,Physical,120,100,Level
Toxic,Poison,Status,0,90,TM
Trailblaze,Grass,Physical,50,100,TM
