Name,Type,Category,Power,Accuracy,Source
Alluring Voice,Fairy,Special,80,100,TM
Aqua Ring,Water,Status,0,0,Level
Aqua Tail,Water,Physical,90,90,"Level, TM"
Attract,Normal,Status,0,100,"Level, TM"
Avalanche,Ice,Physical,60,100,TM
Blizzard,Ice,Special,110,70,TM
Body Slam,Normal,Physical,85,100,TM
Breaking Swipe,Dragon,Physical,60,100,TM
Brine,Water,Special,65,100,TM
Brutal Swing,Dark,Physical,60,100,TM
Bulldoze,Ground,Physical,60,100,TM
Chilling Water,Water,Special,50,100,TM
Coil,Poison,Status,0,0,Level
Confide,Normal,Status,0,0,TM
Confuse Ray,Ghost,Status,0,100,TM
Disarming Voice,Fairy,Special,40,0,"Level, TM"
Dive,Water,Physical,80,100,TM
Double Team,Normal,Status,0,0,TM
Double-Edge,Normal,Physical,120,100,TM
Dragon Cheer,Dragon,Status,0,0,TM
Dragon Dance,Dragon,Status,0,0,TM
Dragon Pulse,Dragon,Special,85,100,TM
Dragon Tail,Dragon,Physical,60,90,"Level, TM"
Draining Kiss,Fairy,Special,50,100,TM
Endure,Normal,Status,0,0,TM
Facade,Normal,Physical,70,100,TM
Flail,Normal,Physical,0,100,Level
Flip Turn,Water,Physical,60,100,TM
Frustration,Normal,Physical,0,100,TM
Giga Impact,Normal,Physical,150,90,TM
Hail,Ice,Status,0,0,TM
Haze,Ice,Status,0,0,TM
Helping Hand,Normal,Status,0,0,TM
Hidden Power,Normal,Special,60,100,TM
Hydro Pump,Water,Special,110,80,"Level, TM"
Hyper Beam,Normal,Special,150,90,TM
Ice Beam,Ice,Special,90,100,TM
Icy Wind,Ice,Special,55,95,TM
Imprison,Psychic,Status,0,100,TM
Iron Head,Steel,Physical,80,100,TM
Iron Tail,Steel,Physical,100,75,TM
Life Dew,Water,Status,0,0,Level
Light Screen,Psychic,Status,0,0,TM
Mud Shot,Ground,Special,55,95,TM
Mud-Slap,Ground,Special,20,100,TM
Muddy Water,Water,Special,90,85,TM
Protect,Normal,Status,0,0,TM
Psych Up,Normal,Status,0,0,TM
Rain Dance,Water,Status,0,0,"Level, TM"
Recover,Normal,Status,0,0,Level
Rest,Psychic,Status,0,0,TM
Return,Normal,Physical,0,100,TM
Round,Normal,Special,60,100,TM
Safeguard,Normal,Status,0,0,"Level, TM"
Scald,Water,Special,80,100,TM
Scale Shot,Dragon,Physical,25,90,TM
Secret Power,Normal,Physical,70,100,TM
Skitter Smack,Bug,Physical,70,90,TM
Sleep Talk,Normal,Status,0,0,TM
Snore,Normal,Special,50,100,TM
Splash,Normal,Status,0,0,Level
Substitute,Normal,Status,0,0,TM
Surf,Water,Special,90,100,"Level, TM"
Swagger,Normal,Status,0,85,TM
Swift,Normal,Special,60,0,TM
Tackle,Normal,Physical,40,100,Level
Take Down,Normal,Physical,90,85,TM
Tera Blast,Normal,Special,80,100,TM
Toxic,Poison,Status,0,90,TM
Triple Axel,Ice,Physical,20,90,TM
Twister,Dragon,Special,40,100,Level
Water Gun,Water,Special,40,100,Level
Water Pulse,Water,Special,60,100,"Level, TM"
Water Sport,Water,Status,0,0,Level
Waterfall,Water,Physical,80,100,TM
Weather Ball,Normal,Special,50,100,TM
Whirlpool,Water,Special,35,85,TM
Wrap,Normal,Physical,15,90,Level
