Name,Type,Category,Power,Accuracy,Source
Aerial Ace,Flying,Physical,60,0,TM
Ally Switch,Psychic,Status,0,0,TM
Attract,Normal,Status,0,100,TM
Baton Pass,Normal,Status,0,0,TM
Brutal Swing,Dark,Physical,60,100,TM
Calm Mind,Psychic,Status,0,0,TM
Confide,Normal,Status,0,0,TM
Constrict,Normal,Physical,10,100,Level
Cut,Normal,Physical,50,95,TM
Dark Pulse,Dark,Special,80,100,TM
Double Team,Normal,Status,0,0,TM
Embargo,Dark,Status,0,100,TM
Endure,Normal,Status,0,0,TM
Expanding Force,Psychic,Special,80,100,TM
Facade,Normal,Physical,70,100,TM
Fake Tears,Dark,Status,0,100,TM
Flamethrower,Fire,Special,90,100,TM
Flash,Normal,Status,0,100,TM
Fling,Dark,Physical,0,100,TM
Foul Play,Dark,Physical,95,100,"Level, TM"
Frustration,Normal,Physical,0,100,TM
Future Sight,Psychic,Special,120,100,TM
Giga Impact,Normal,Physical,150,90,TM
Guard Swap,Psychic,Status,0,0,TM
Hidden Power,Normal,Special,60,100,TM
Hyper Beam,Normal,Special,150,90,TM
Hypnosis,Psychic,Status,0,60,Level
Knock Off,Dark,Physical,65,100,TM
Lash Out,Dark,Physical,75,100,TM
Light Screen,Psychic,Status,0,0,TM
Liquidation,Water,Physical,85,100,TM
Nasty Plot,Dark,Status,0,0,TM
Night Slash,Dark,Physical,70,100,Level
Payback,Dark,Physical,50,100,"Level, TM"
Peck,Flying,Physical,35,100,Level
Pluck,Flying,Physical,60,100,"Level, TM"
Protect,Normal,Status,0,0,TM
Psybeam,Psychic,Special,65,100,"Level, TM"
Psych Up,Normal,Status,0,0,TM
Psychic,Psychic,Special,90,100,TM
Psychic Noise,Psychic,Special,75,100,TM
Psycho Cut,Psychic,Physical,70,100,"Level, TM"
Psyshock,Psychic,Special,80,100,TM
Rain Dance,Water,Status,0,0,TM
Reflect,Psychic,Status,0,0,TM
Rest,Psychic,Status,0,0,TM
Retaliate,Normal,Physical,70,100,TM
Return,Normal,Physical,0,100,TM
Reversal,Fighting,Physical,0,100,"Level, TM"
Rock Slide,Rock,Physical,75,90,TM
Round,Normal,Special,60,100,TM
Scary Face,Normal,Status,0,100,TM
Secret Power,Normal,Physical,70,100,TM
Signal Beam,Bug,Special,75,100,TM
Slash,Normal,Physical,70,100,Level
Sleep Talk,Normal,Status,0,0,TM
Snore,Normal,Special,50,100,TM
Spite,Ghost,Status,0,100,TM
Stored Power,Psychic,Special,20,100,TM
Substitute,Normal,Status,0,0,TM
Sunny Day,Fire,Status,0,0,TM
Superpower,Fighting,Physical,120,100,"Level, TM"
Swagger,Normal,Status,0,85,"Level, TM"
Switcheroo,Dark,Status,0,100,Level
Tackle,Normal,Physical,40,100,Level
Taunt,Dark,Status,0,100,TM
Tera Blast,Normal,Special,80,100,TM
Thief,Dark,Physical,60,100,TM
Throat Chop,Dark,Physical,80,100,TM
Thunderbolt,Electric,Special,90,100,TM
Topsy-Turvy,Dark,Status,0,0,Level
Torment,Dark,Status,0,100,TM
Toxic,Poison,Status,0,90,TM
Trailblaze,Grass,Physical,50,100,TM
Trick Room,Psychic,Status,0,0,TM
Wrap,Normal,Physical,15,90,Level
