Name,Type,Category,Power,Accuracy,Source
Aerial Ace,Flying,Physical,60,0,TM
Ally Switch,Psychic,Status,0,0,TM
Attract,Normal,Status,0,100,TM
Blizzard,Ice,Special,110,70,TM
Body Slam,Normal,Physical,85,100,TM
Bone Club,Ground,Physical,65,85,Level
Bone Rush,Ground,Physical,25,90,Level
Bonemerang,Ground,Physical,50,90,Level
Brick Break,Fighting,Physical,75,100,TM
Brutal Swing,Dark,Physical,60,100,TM
Bulldoze,Ground,Physical,60,100,TM
Burning Jealousy,Fire,Special,70,100,TM
Confide,Normal,Status,0,0,TM
Curse,Ghost,Status,0,0,TM
Dark Pulse,Dark,Special,80,100,TM
Dig,Ground,Physical,80,100,TM
Double Team,Normal,Status,0,0,TM
Double-Edge,Normal,Physical,120,100,Level
Dream Eater,Psychic,Special,100,100,TM
Earth Power,Ground,Special,90,100,TM
Earthquake,Ground,Physical,100,100,TM
Echoed Voice,Normal,Special,40,100,TM
Endeavor,Normal,Physical,0,100,"Level, TM"
Endure,Normal,Status,0,0,TM
Facade,Normal,Physical,70,100,TM
False Swipe,Normal,Physical,40,100,"Level, TM"
Fire Blast,Fire,Special,110,85,TM
Fire Punch,Fire,Physical,75,100,TM
Fire Spin,Fire,Special,35,85,"Level, TM"
Flame Charge,Fire,Physical,50,100,TM
Flame Wheel,Fire,Physical,60,100,Level
Flamethrower,Fire,Special,90,100,TM
Flare Blitz,Fire,Physical,120,100,"Level, TM"
Fling,Dark,Physical,0,100,"Level, TM"
Focus Blast,Fighting,Special,120,70,TM
Focus Energy,Normal,Status,0,0,"Level, TM"
Focus Punch,Fighting,Physical,150,100,TM
Frustration,Normal,Physical,0,100,TM
Giga Impact,Normal,Physical,150,90,TM
Growl,Normal,Status,0,100,Level
Headbutt,Normal,Physical,70,100,Level
Heat Wave,Fire,Special,95,90,TM
Hex,Ghost,Special,65,100,"Level, TM"
Hidden Power,Normal,Special,60,100,TM
Hyper Beam,Normal,Special,150,90,TM
Ice Beam,Ice,Special,90,100,TM
Icy Wind,Ice,Special,55,95,TM
Imprison,Psychic,Status,0,100,TM
Incinerate,Fire,Special,60,100,TM
Iron Defense,Steel,Status,0,0,TM
Iron Head,Steel,Physical,80,100,TM
Iron Tail,Steel,Physical,100,75,TM
Knock Off,Dark,Physical,65,100,TM
Low Kick,Fighting,Physical,0,100,TM
Mega Kick,Normal,Physical,120,75,TM
Mega Punch,Normal,Physical,80,85,TM
Mud-Slap,Ground,Special,20,100,"Level, TM"
Outrage,Dragon,Physical,120,100,TM
Pain Split,Normal,Status,0,0,TM
Poltergeist,Ghost,Physical,110,90,TM
Power-Up Punch,Fighting,Physical,40,100,TM
Protect,Normal,Status,0,0,TM
Rain Dance,Water,Status,0,0,TM
Rest,Psychic,Status,0,0,TM
Retaliate,Normal,Physical,70,100,"Level, TM"
Return,Normal,Physical,0,100,TM
Rock Climb,Normal,Physical,90,85,TM
Rock Slide,Rock,Physical,75,90,TM
Rock Smash,Fighting,Physical,40,100,TM
Rock Tomb,Rock,Physical,60,95,TM
Round,Normal,Special,60,100,TM
Sandstorm,Rock,Status,0,0,TM
Scorching Sands,Ground,Special,70,100,TM
Screech,Normal,Status,0,85,TM
Secret Power,Normal,Physical,70,100,TM
Shadow Ball,Ghost,Special,80,100,TM
Shadow Bone,Ghost,Physical,85,100,Level
Sleep Talk,Normal,Status,0,0,TM
Smack Down,Rock,Physical,50,100,TM
Snore,Normal,Special,50,100,TM
Spite,Ghost,Status,0,100,TM
Stealth Rock,Rock,Status,0,0,TM
Stomping Tantrum,Ground,Physical,75,100,"Level, TM"
Stone Edge,Rock,Physical,100,80,TM
Strength,Normal,Physical,80,100,TM
Substitute,Normal,Status,0,0,TM
Sunny Day,Fire,Status,0,0,TM
Swagger,Normal,Status,0,85,TM
Swift,Normal,Special,60,0,TM
Swords Dance,Normal,Status,0,0,TM
Tail Whip,Normal,Status,0,100,Level
Tera Blast,Normal,Special,80,100,TM
Thief,Dark,Physical,60,100,TM
Thrash,Normal,Physical,120,100,Level
Throat Chop,Dark,Physical,80,100,TM
Thunder,Electric,Special,110,70,TM
Thunder Punch,Electric,Physical,75,100,TM
Thunderbolt,Electric,Special,90,100,TM
Toxic,Poison,Status,0,90,TM
Uproar,Normal,Special,90,100,TM
Will-O-Wisp,Fire,Status,0,85,"Level, TM"
