Name,Type,Category,Power,Accuracy,Source
Acid Spray,Poison,Special,40,100,TM
Ally Switch,Psychic,Status,0,0,"Level, TM"
Armor Cannon,Fire,Special,120,100,Level
Astonish,Ghost,Physical,30,100,Level
Attract,Normal,Status,0,100,TM
Aura Sphere,Fighting,Special,80,0,TM
Calm Mind,Psychic,Status,0,0,"Level, TM"
Clear Smog,Poison,Special,50,0,Level
Confuse Ray,Ghost,Status,0,100,TM
Dark Pulse,Dark,Special,80,100,TM
Double Team,Normal,Status,0,0,TM
Dragon Pulse,Dragon,Special,85,100,TM
Ember,Fire,Special,40,100,Level
Endure,Normal,Status,0,0,TM
Energy Ball,Grass,Special,90,100,TM
Expanding Force,Psychic,Special,80,100,"Level, TM"
Facade,Normal,Physical,70,100,TM
Fire Blast,Fire,Special,110,85,TM
Fire Spin,Fire,Special,35,85,"Level, TM"
Flame Charge,Fire,Physical,50,100,"Level, TM"
Flamethrower,Fire,Special,90,100,"Level, TM"
Flare Blitz,Fire,Physical,120,100,TM
Flash Cannon,Steel,Special,80,100,TM
Fling,Dark,Physical,0,100,TM
Focus Blast,Fighting,Special,120,70,TM
Frustration,Normal,Physical,0,100,TM
Heat Wave,Fire,Special,95,90,TM
Helping Hand,Normal,Status,0,0,TM
Hidden Power,Normal,Special,60,100,TM
Incinerate,Fire,Special,60,100,"Level, TM"
Iron Defense,Steel,Status,0,0,TM
Lava Plume,Fire,Special,80,100,Level
Leer,Normal,Status,0,100,Level
Light Screen,Psychic,Status,0,0,TM
Meteor Beam,Rock,Special,120,90,TM
Mystical Fire,Fire,Special,75,100,"Level, TM"
Night Shade,Ghost,Special,0,100,"Level, TM"
Overheat,Fire,Special,130,90,TM
Protect,Normal,Status,0,0,TM
Psybeam,Psychic,Special,65,100,TM
Psychic,Psychic,Special,90,100,TM
Psychic Terrain,Psychic,Status,0,0,TM
Psyshock,Psychic,Special,80,100,"Level, TM"
Reflect,Psychic,Status,0,0,TM
Rest,Psychic,Status,0,0,TM
Return,Normal,Physical,0,100,TM
Scorching Sands,Ground,Special,70,100,TM
Secret Power,Normal,Physical,70,100,TM
Shadow Ball,Ghost,Special,80,100,TM
Sleep Talk,Normal,Status,0,0,TM
Solar Beam,Grass,Special,120,100,TM
Spite,Ghost,Status,0,100,TM
Stored Power,Psychic,Special,20,100,TM
Substitute,Normal,Status,0,0,TM
Sunny Day,Fire,Status,0,0,TM
Take Down,Normal,Physical,90,85,TM
Taunt,Dark,Status,0,100,TM
Tera Blast,Normal,Special,80,100,TM
Trick,Psychic,Status,0,100,TM
Trick Room,Psychic,Status,0,0,TM
Weather Ball,Normal,Special,50,100,TM
Wide Guard,Rock,Status,0,0,Level
Will-O-Wisp,Fire,Status,0,85,"Level, TM"
