Name,Type,Category,Power,Accuracy,Source
Acrobatics,Flying,Physical,55,100,TM
Agility,Psychic,Status,0,0,TM
Assurance,Dark,Physical,60,100,"Level, TM"
Attract,Normal,Status,0,100,TM
Baton Pass,Normal,Status,0,0,TM
Beat Up,Dark,Physical,0,100,"Level, TM"
Burning Jealousy,Fire,Special,70,100,TM
Crunch,Dark,Physical,80,100,TM
Dark Pulse,Dark,Special,80,100,TM
Dig,Ground,Physical,80,100,TM
Double Team,Normal,Status,0,0,TM
Endure,Normal,Status,0,0,TM
Facade,Normal,Physical,70,100,TM
Fake Tears,Dark,Status,0,100,TM
Fire Fang,Fire,Physical,65,95,TM
Foul Play,Dark,Physical,95,100,"Level, TM"
Frustration,Normal,Physical,0,100,TM
Giga Impact,Normal,Physical,150,90,TM
Grass Knot,Grass,Special,0,100,TM
Hidden Power,Normal,Special,60,100,TM
Hone Claws,Dark,Status,0,0,"Level, TM"
Hyper Beam,Normal,Special,150,90,TM
Ice Fang,Ice,Physical,65,95,TM
Lash Out,Dark,Physical,75,100,TM
Mud Shot,Ground,Special,55,95,TM
Nasty Plot,Dark,Status,0,0,"Level, TM"
Night Slash,Dark,Physical,70,100,Level
Parting Shot,Dark,Status,0,100,Level
Play Rough,Fairy,Physical,90,90,TM
Protect,Normal,Status,0,0,TM
Psychic,Psychic,Special,90,100,TM
Quick Attack,Normal,Physical,40,100,Level
Rest,Psychic,Status,0,0,TM
Return,Normal,Physical,0,100,TM
Round,Normal,Special,60,100,TM
Screech,Normal,Status,0,85,TM
Secret Power,Normal,Physical,70,100,TM
Shadow Ball,Ghost,Special,80,100,TM
Shadow Claw,Ghost,Physical,70,100,TM
Sleep Talk,Normal,Status,0,0,TM
Snarl,Dark,Special,55,95,"Level, TM"
Snore,Normal,Special,50,100,TM
Substitute,Normal,Status,0,0,TM
Sucker Punch,Dark,Physical,70,100,Level
Swift,Normal,Special,60,0,TM
Tail Slap,Normal,Physical,25,85,"Level, TM"
Tail Whip,Normal,Status,0,100,Level
Taunt,Dark,Status,0,100,TM
Thief,Dark,Physical,60,100,"Level, TM"
Thunder Fang,Electric,Physical,65,95,TM
U-Turn,Bug,Physical,70,100,TM
