Name,Type,Category,Power,Accuracy,Source
Ancient Power,Rock,Special,60,100,Level
Attract,Normal,Status,0,100,TM
Body Press,Fighting,Physical,80,100,TM
Body Slam,Normal,Physical,85,100,TM
Bulldoze,Ground,Physical,60,100,TM
Curse,Ghost,Status,0,0,TM
Dig,Ground,Physical,80,100,TM
Double Team,Normal,Status,0,0,TM
Earth Power,Ground,Special,90,100,TM
Earthquake,Ground,Physical,100,100,TM
Endure,Normal,Status,0,0,TM
Facade,Normal,Physical,70,100,TM
Fire Blast,Fire,Special,110,85,TM
Fire Punch,Fire,Physical,75,100,TM
Fire Spin,Fire,Special,35,85,TM
Flame Charge,Fire,Physical,50,100,"Level, TM"
Flamethrower,Fire,Special,90,100,TM
Flare Blitz,Fire,Physical,120,100,TM
Frustration,Normal,Physical,0,100,TM
Giga Impact,Normal,Physical,150,90,TM
Gyro Ball,Steel,Physical,0,100,TM
Heat Crash,Fire,Physical,0,100,"Level, TM"
Heat Wave,Fire,Special,95,90,TM
Heavy Slam,Steel,Physical,0,100,TM
Hidden Power,Normal,Special,60,100,TM
High Horsepower,Ground,Physical,95,95,TM
Hyper Beam,Normal,Special,150,90,TM
Incinerate,Fire,Special,60,100,"Level, TM"
Iron Defense,Steel,Status,0,0,TM
Iron Head,Steel,Physical,80,100,TM
Mega Kick,Normal,Physical,120,75,TM
Mega Punch,Normal,Physical,80,85,TM
Meteor Beam,Rock,Special,120,90,TM
Overheat,Fire,Special,130,90,TM
Power Gem,Rock,Special,80,100,TM
Protect,Normal,Status,0,0,TM
Rapid Spin,Normal,Physical,50,100,Level
Reflect,Psychic,Status,0,0,TM
Rest,Psychic,Status,0,0,TM
Return,Normal,Physical,0,100,TM
Rock Blast,Rock,Physical,25,90,"Level, TM"
Rock Polish,Rock,Status,0,0,"Level, TM"
Rock Slide,Rock,Physical,75,90,TM
Rock Tomb,Rock,Physical,60,95,TM
Round,Normal,Special,60,100,TM
Sand Tomb,Ground,Physical,35,85,TM
Sandstorm,Rock,Status,0,0,TM
Scald,Water,Special,80,100,TM
Scorching Sands,Ground,Special,70,100,TM
Secret Power,Normal,Physical,70,100,TM
Self-Destruct,Normal,Physical,200,100,TM
Sleep Talk,Normal,Status,0,0,TM
Smack Down,Rock,Physical,50,100,"Level, TM"
Smokescreen,Normal,Status,0,100,Level
Snore,Normal,Special,50,100,TM
Solar Beam,Grass,Special,120,100,TM
Spikes,Ground,Status,0,0,TM
Stealth Rock,Rock,Status,0,0,"Level, TM"
Stone Edge,Rock,Physical,100,80,"Level, TM"
Substitute,Normal,Status,0,0,TM
Sunny Day,Fire,Status,0,0,TM
Tackle,Normal,Physical,40,100,Level
Take Down,Normal,Physical,90,85,TM
Tar Shot,Rock,Status,0,100,Level
Temper Flare,Fire,Physical,75,100,TM
Tera Blast,Normal,Special,80,100,TM
Will-O-Wisp,Fire,Status,0,85,TM
