Name,Type,Category,Power,Accuracy,Source
Aerial Ace,Flying,Physical,60,0,TM
Agility,Psychic,Status,0,0,"Level, TM"
Air Cutter,Flying,Special,60,95,TM
Air Slash,Flying,Special,75,95,TM
Assurance,Dark,Physical,60,100,TM
Attract,Normal,Status,0,100,TM
Body Press,Fighting,Physical,80,100,TM
Brave Bird,Flying,Physical,120,100,"Level, TM"
Confide,Normal,Status,0,0,TM
Counter,Fighting,Physical,0,100,TM
Curse,Ghost,Status,0,0,TM
Cut,Normal,Physical,50,95,TM
Dark Pulse,Dark,Special,80,100,TM
Defog,Flying,Status,0,0,TM
Double Team,Normal,Status,0,0,TM
Double-Edge,Normal,Physical,120,100,TM
Drill Peck,Flying,Physical,80,100,Level
Drill Run,Ground,Physical,80,95,TM
Dual Wingbeat,Flying,Physical,40,90,TM
Endure,Normal,Status,0,0,TM
Facade,Normal,Physical,70,100,TM
Flash,Normal,Status,0,100,TM
Flash Cannon,Steel,Special,80,100,TM
Fly,Flying,Physical,90,95,TM
Frustration,Normal,Physical,0,100,TM
Fury Attack,Normal,Physical,15,85,Level
Guard Swap,Psychic,Status,0,0,TM
Hidden Power,Normal,Special,60,100,TM
Icy Wind,Ice,Special,55,95,TM
Iron Defense,Steel,Status,0,0,"Level, TM"
Iron Head,Steel,Physical,80,100,TM
Leer,Normal,Status,0,100,Level
Metal Claw,Steel,Physical,50,95,"Level, TM"
Metal Sound,Steel,Status,0,85,"Level, TM"
Mud-Slap,Ground,Special,20,100,TM
Payback,Dark,Physical,50,100,"Level, TM"
Peck,Flying,Physical,35,100,Level
Pluck,Flying,Physical,60,100,TM
Protect,Normal,Status,0,0,TM
Rest,Psychic,Status,0,0,TM
Return,Normal,Physical,0,100,TM
Reversal,Fighting,Physical,0,100,TM
Roar,Normal,Status,0,0,TM
Rock Slide,Rock,Physical,75,90,TM
Rock Smash,Fighting,Physical,40,100,TM
Rock Tomb,Rock,Physical,60,95,TM
Roost,Flying,Status,0,0,TM
Round,Normal,Special,60,100,TM
Sand Attack,Ground,Status,0,100,Level
Sand Tomb,Ground,Physical,35,85,TM
Sandstorm,Rock,Status,0,0,TM
Secret Power,Normal,Physical,70,100,TM
Sky Drop,Flying,Physical,60,100,TM
Slash,Normal,Physical,70,100,Level
Sleep Talk,Normal,Status,0,0,TM
Snore,Normal,Special,50,100,TM
Spikes,Ground,Status,0,0,"Level, TM"
Stealth Rock,Rock,Status,0,0,TM
Steel Beam,Steel,Special,140,95,TM
Steel Wing,Steel,Physical,70,90,"Level, TM"
Substitute,Normal,Status,0,0,TM
Sunny Day,Fire,Status,0,0,TM
Swagger,Normal,Status,0,85,TM
Swift,Normal,Special,60,0,TM
Swords Dance,Normal,Status,0,0,TM
Tailwind,Flying,Status,0,0,TM
Taunt,Dark,Status,0,100,TM
Tera Blast,Normal,Special,80,100,TM
Thief,Dark,Physical,60,100,TM
Torment,Dark,Status,0,100,TM
Toxic,Poison,Status,0,90,TM
Wing Attack,Flying,Physical,60,100,Level
X-Scissor,Bug,Physical,80,100,TM
