Name,Type,Category,Power,Accuracy,Source
Aerial Ace,Flying,Physical,60,0,TM
Air Cutter,Flying,Special,60,95,"Level, TM"
Air Slash,Flying,Special,75,95,"Level, TM"
Ancient Power,Rock,Special,60,100,Level
Attract,Normal,Status,0,100,TM
Bug Bite,Bug,Physical,60,100,"Level, TM"
Bug Buzz,Bug,Special,90,100,"Level, TM"
Confide,Normal,Status,0,0,TM
Crunch,Dark,Physical,80,100,TM
Curse,Ghost,Status,0,0,TM
Defog,Flying,Status,0,0,TM
Detect,Fighting,Status,0,0,Level
Double Team,Normal,Status,0,0,"Level, TM"
Double-Edge,Normal,Physical,120,100,TM
Dream Eater,Psychic,Special,100,100,TM
Dual Wingbeat,Flying,Physical,40,90,TM
Endure,Normal,Status,0,0,TM
Facade,Normal,Physical,70,100,TM
Feint,Normal,Physical,30,100,Level
Flash,Normal,Status,0,100,TM
Frustration,Normal,Physical,0,100,TM
Giga Drain,Grass,Special,75,100,TM
Giga Impact,Normal,Physical,150,90,TM
Hidden Power,Normal,Special,60,100,TM
Hyper Beam,Normal,Special,150,90,TM
Hypnosis,Psychic,Status,0,60,Level
Leech Life,Bug,Physical,80,100,TM
Lunge,Bug,Physical,80,100,TM
Mud-Slap,Ground,Special,20,100,TM
Night Slash,Dark,Physical,70,100,Level
Pounce,Bug,Physical,50,100,TM
Protect,Normal,Status,0,0,TM
Psych Up,Normal,Status,0,0,TM
Psychic,Psychic,Special,90,100,TM
Psychic Noise,Psychic,Special,75,100,TM
Quick Attack,Normal,Physical,40,100,Level
Rest,Psychic,Status,0,0,TM
Return,Normal,Physical,0,100,TM
Reversal,Fighting,Physical,0,100,TM
Roost,Flying,Status,0,0,TM
Round,Normal,Special,60,100,TM
Scary Face,Normal,Status,0,100,TM
Screech,Normal,Status,0,85,"Level, TM"
Secret Power,Normal,Physical,70,100,TM
Shadow Ball,Ghost,Special,80,100,TM
Signal Beam,Bug,Special,75,100,TM
Skitter Smack,Bug,Physical,70,90,TM
Slash,Normal,Physical,70,100,Level
Sleep Talk,Normal,Status,0,0,TM
Snore,Normal,Special,50,100,TM
Solar Beam,Grass,Special,120,100,TM
Steel Wing,Steel,Physical,70,90,TM
Struggle Bug,Bug,Special,50,100,TM
Substitute,Normal,Status,0,0,TM
Sunny Day,Fire,Status,0,0,TM
Supersonic,Normal,Status,0,55,Level
Swagger,Normal,Status,0,85,TM
Swift,Normal,Special,60,0,TM
Swords Dance,Normal,Status,0,0,TM
Tackle,Normal,Physical,40,100,Level
Tailwind,Flying,Status,0,0,TM
Take Down,Normal,Physical,90,85,TM
Tera Blast,Normal,Special,80,100,TM
Thief,Dark,Physical,60,100,TM
Toxic,Poison,Status,0,90,TM
U-Turn,Bug,Physical,70,100,"Level, TM"
Uproar,Normal,Special,90,100,"Level, TM"
Wing Attack,Flying,Physical,60,100,Level
