Name,Type,Category,Power,Accuracy,Source
Agility,Psychic,Status,0,0,"Level, TM"
Assurance,Dark,Physical,60,100,TM
Body Slam,Normal,Physical,85,100,TM
Brutal Swing,Dark,Physical,60,100,TM
Confuse Ray,Ghost,Status,0,100,"Level, TM"
Cosmic Power,Psychic,Status,0,0,"Level, TM"
Cross Poison,Poison,Physical,70,100,"Level, TM"
Double Team,Normal,Status,0,0,TM
Draco Meteor,Dragon,Special,130,90,TM
Dragon Dance,Dragon,Status,0,0,"Level, TM"
Dragon Pulse,Dragon,Special,85,100,"Level, TM"
Dragon Tail,Dragon,Physical,60,90,"Level, TM"
Dynamax Cannon,Dragon,Special,100,100,Level
Endure,Normal,Status,0,0,TM
Facade,Normal,Physical,70,100,TM
Fire Blast,Fire,Special,110,85,TM
Fire Spin,Fire,Special,35,85,TM
Flamethrower,Fire,Special,90,100,"Level, TM"
Flash Cannon,Steel,Special,80,100,TM
Fly,Flying,Physical,90,95,TM
Frustration,Normal,Physical,0,100,TM
Giga Impact,Normal,Physical,150,90,TM
Gravity,Psychic,Status,0,0,TM
Gunk Shot,Poison,Physical,120,80,TM
Hidden Power,Normal,Special,60,100,TM
Hyper Beam,Normal,Special,150,90,"Level, TM"
Light Screen,Psychic,Status,0,0,TM
Meteor Beam,Rock,Special,120,90,TM
Mystical Fire,Fire,Special,75,100,TM
Outrage,Dragon,Physical,120,100,"Level, TM"
Payback,Dark,Physical,50,100,TM
Poison Jab,Poison,Physical,80,100,TM
Poison Tail,Poison,Physical,50,100,"Level, TM"
Protect,Normal,Status,0,0,TM
Rain Dance,Water,Status,0,0,TM
Recover,Normal,Status,0,0,Level
Reflect,Psychic,Status,0,0,TM
Rest,Psychic,Status,0,0,TM
Return,Normal,Physical,0,100,TM
Round,Normal,Special,60,100,TM
Scary Face,Normal,Status,0,100,TM
Screech,Normal,Status,0,85,TM
Secret Power,Normal,Physical,70,100,TM
Shadow Ball,Ghost,Special,80,100,TM
Sleep Talk,Normal,Status,0,0,TM
Sludge Bomb,Poison,Special,90,100,TM
Sludge Wave,Poison,Special,95,100,TM
Snore,Normal,Special,50,100,TM
Solar Beam,Grass,Special,120,100,TM
Substitute,Normal,Status,0,0,TM
Sunny Day,Fire,Status,0,0,TM
Take Down,Normal,Physical,90,85,TM
Tera Blast,Normal,Special,80,100,TM
Toxic,Poison,Status,0,90,"Level, TM"
Toxic Spikes,Poison,Status,0,0,TM
Venom Drench,Poison,Status,0,100,TM
Venoshock,Poison,Special,65,100,"Level, TM"
