Name,Type,Category,Power,Accuracy,Source
Aerial Ace,Flying,Physical,60,0,TM
Air Slash,Flying,Special,75,95,"Level, TM"
Ancient Power,Rock,Special,60,100,Level
Aqua Tail,Water,Physical,90,90,TM
Avalanche,Ice,Physical,60,100,TM
Blizzard,Ice,Special,110,70,TM
Body Slam,Normal,Physical,85,100,TM
Breaking Swipe,Dragon,Physical,60,100,TM
Brick Break,Fighting,Physical,75,100,TM
Brutal Swing,Dark,Physical,60,100,TM
Bulk Up,Fighting,Status,0,0,TM
Bulldoze,Ground,Physical,60,100,TM
Confide,Normal,Status,0,0,TM
Cosmic Power,Psychic,Status,0,0,TM
Crunch,Dark,Physical,80,100,"Level, TM"
Defog,Flying,Status,0,0,TM
Dive,Water,Physical,80,100,TM
Double Team,Normal,Status,0,0,TM
Double-Edge,Normal,Physical,120,100,TM
Draco Meteor,Dragon,Special,130,90,TM
Dragon Ascent,Flying,Physical,120,100,Level
Dragon Cheer,Dragon,Status,0,0,TM
Dragon Claw,Dragon,Physical,80,100,TM
Dragon Dance,Dragon,Status,0,0,"Level, TM"
Dragon Pulse,Dragon,Special,85,100,"Level, TM"
Dragon Tail,Dragon,Physical,60,90,TM
Earth Power,Ground,Special,90,100,TM
Earthquake,Ground,Physical,100,100,TM
Echoed Voice,Normal,Special,40,100,TM
Endure,Normal,Status,0,0,TM
Energy Ball,Grass,Special,90,100,TM
Extreme Speed,Normal,Physical,80,100,Level
Facade,Normal,Physical,70,100,TM
Fire Blast,Fire,Special,110,85,TM
Flamethrower,Fire,Special,90,100,TM
Fling,Dark,Physical,0,100,TM
Fly,Flying,Physical,90,95,"Level, TM"
Focus Blast,Fighting,Special,120,70,TM
Frustration,Normal,Physical,0,100,TM
Giga Impact,Normal,Physical,150,90,TM
Gyro Ball,Steel,Physical,0,100,TM
Helping Hand,Normal,Status,0,0,TM
Hidden Power,Normal,Special,60,100,TM
Hone Claws,Dark,Status,0,0,TM
Hurricane,Flying,Special,110,70,"Level, TM"
Hydro Pump,Water,Special,110,80,TM
Hyper Beam,Normal,Special,150,90,"Level, TM"
Hyper Voice,Normal,Special,90,100,"Level, TM"
Ice Beam,Ice,Special,90,100,TM
Icy Wind,Ice,Special,55,95,TM
Incinerate,Fire,Special,60,100,TM
Iron Head,Steel,Physical,80,100,TM
Iron Tail,Steel,Physical,100,75,TM
Meteor Beam,Rock,Special,120,90,TM
Mud-Slap,Ground,Special,20,100,TM
Outrage,Dragon,Physical,120,100,"Level, TM"
Overheat,Fire,Special,130,90,TM
Protect,Normal,Status,0,0,TM
Psych Up,Normal,Status,0,0,TM
Rain Dance,Water,Status,0,0,TM
Rest,Psychic,Status,0,0,"Level, TM"
Return,Normal,Physical,0,100,TM
Roar,Normal,Status,0,0,TM
Rock Slide,Rock,Physical,75,90,TM
Rock Smash,Fighting,Physical,40,100,TM
Rock Tomb,Rock,Physical,60,95,TM
Round,Normal,Special,60,100,TM
Sandstorm,Rock,Status,0,0,TM
Scale Shot,Dragon,Physical,25,90,TM
Scary Face,Normal,Status,0,100,"Level, TM"
Secret Power,Normal,Physical,70,100,TM
Shadow Claw,Ghost,Physical,70,100,TM
Sky Drop,Flying,Physical,60,100,TM
Sleep Talk,Normal,Status,0,0,TM
Snore,Normal,Special,50,100,TM
Solar Beam,Grass,Special,120,100,TM
Stealth Rock,Rock,Status,0,0,TM
Stone Edge,Rock,Physical,100,80,TM
Strength,Normal,Physical,80,100,TM
Substitute,Normal,Status,0,0,TM
Sunny Day,Fire,Status,0,0,TM
Surf,Water,Special,90,100,TM
Swagger,Normal,Status,0,85,TM
Swift,Normal,Special,60,0,TM
Swords Dance,Normal,Status,0,0,TM
Tailwind,Flying,Status,0,0,TM
Take Down,Normal,Physical,90,85,TM
Tera Blast,Normal,Special,80,100,TM
Thunder,Electric,Special,110,70,TM
Thunder Wave,Electric,Status,0,90,TM
Thunderbolt,Electric,Special,90,100,TM
Toxic,Poison,Status,0,90,TM
Twister,Dragon,Special,40,100,Level
U-Turn,Bug,Physical,70,100,TM
Uproar,Normal,Special,90,100,TM
Water Pulse,Water,Special,60,100,TM
Waterfall,Water,Physical,80,100,TM
Whirlpool,Water,Special,35,85,TM
Wild Charge,Electric,Physical,90,100,TM
